Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE",310522,FNMA,OTCQB,520883107,"MIDTOWN CENTER","1100 15TH ST, NW",WASHINGTON,"District of Columbia",DC,"DISTRICT OF COLUMBIA","US Mid Atlantic",20005,"(800) 232-6643",,,,6111,"Federal and Federally-Sponsored Credit Agencies",522291,"Consumer Lending",34,"Deloitte & Touche LLP",3,,,,"38,932,500","315,000",0,0,0,,,"219,000","534,000","39,466,500",USD,,,0,2022-12-31,2022,12,1231,,,10-K,2023-02-14,0.363,2022-12-29,"420,385,792",2022-12-31,"24,445,000,000","12,923,000,000",,"4,305,288,000,000"
"FORD MOTOR CO",37996,F,NYSE,380549190,"ONE AMERICAN ROAD",,DEARBORN,Wayne,MI,MICHIGAN,"US Midwest",48126,"(313) 322-3000",DE,,,3711,"Motor Vehicles and Passenger Car Bodies",336111,"Automobile Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"38,300,000","5,200,000",0,0,"2,500,000","1,400,000","1,100,000",0,"7,700,000","46,000,000",USD,Yes,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-31,11.63,2022-12-31,"47,310,839,808",2022-12-31,"158,057,000,000","-1,981,000,000",,"255,884,000,000"
"VERIZON COMMUNICATIONS INC",732712,VZ,NYSE,232259884,"1095 AVENUE OF THE AMERICAS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(212) 395-1000",DE,,,4813,"Telephone Communications, Except Radiotelephone",517110,"Wired Telecommunications Carriers",34,"Ernst & Young LLP",2,,,,"37,100,000","8,800,000",0,0,"4,400,000",,,0,"13,200,000","50,300,000",USD,Yes,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-27,39.4,2022-12-31,"165,474,533,376",2022-12-31,"136,835,000,000","21,256,000,000","-98,784,000,000","379,680,000,000"
"AEGON LTD.",769218,AEG,NYSE,000000000,"WORLD TRADE CENTER SCHIPHOL","SCHIPHOL BOULEVARD 223",SCHIPHOL,,P7,NETHERLANDS,Foreign,"1118 BH",011-31-20-259-2500,P7,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Accountants NV",108,NETHERLANDS,"36,883,134","10,538,038",0,0,"1,053,804",,,0,"11,591,842","48,474,976",USD,Yes,,0,2022-12-31,2022,12,1231,,,20-F,2023-03-22,5.09,2022-12-29,"10,721,134,592",2022-12-31,"-36,540,000,000","-3,000,000,000","13,636,000,000","428,810,000,000"
"ABB LTD",1091587,ABBNY,"Pink Limited",000000000,"PO BOX 8131",*,ZURICH,,V8,SWITZERLAND,Foreign,"CH 8050",,V8,,,3613,"Switchgear and Switchboard Apparatus",335311,"Power, Distribution, and Specialty Transformer Manufacturing",34,"KPMG LLP",4,"KPMG AG",288,SWITZERLAND,"36,600,000","8,600,000",0,0,"400,000",,,"100,000","9,100,000","45,700,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-02-24,30.46,2022-12-31,"56,807,899,136",2022-12-31,"29,446,000,000","2,475,000,000","945,000,000","39,148,000,000"
"T-Mobile US, Inc.",1283699,TMUS,"NASDAQ Global Select Market",200836269,"8144 WALNUT HILL LANE","SUITE 800",DALLAS,Dallas,TX,TEXAS,"US Southwest",75231,"(800) 318-9270",DE,,,4812,"Radiotelephone Communications",517212,"Cellular and Other Wireless Telecommunications",34,"Deloitte & Touche LLP",3,,,,"36,493,000","1,590,000",0,0,"346,000",,,"7,000","1,943,000","38,436,000",USD,Uncertain,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-28,140,2022-12-31,"172,754,403,328",2022-12-31,"79,571,000,000","2,590,000,000","-41,884,000,000","211,338,000,000"
"EXXON MOBIL CORP",34088,XOM,NYSE,135409005,"22777 SPRINGWOODS VILLAGE PARKWAY",,SPRING,Harris,TX,TEXAS,"US Southwest",77389-1425,"(972) 940-6000",NJ,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"35,400,000","5,800,000",0,0,"700,000",,,0,"6,500,000","41,900,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-13,110.3,2022-12-31,"450,244,608,000",2022-12-31,"398,675,000,000","55,740,000,000",,"369,067,000,000"
"ROYAL BANK OF CANADA",1000275,RY,NYSE,000000000,"ROYAL BANK PLAZA","200 BAY STREET",TORONTO,,A6,ONTARIO,Canada,"M5J 2J5","(212) 437-9267",A6,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"35,309,161","7,785,316",0,0,"314,558",,,"786,396","8,886,270","44,195,431",USD,,,0,2022-08-31,2022,08,1031,,,40-F,2022-11-30,91.72,2022-11-02,"130,718,187,520",2022-10-31,"34,169,000,000","11,588,000,000","65,763,000,000","1,405,534,000,000"
"AT&T Inc.",732717,T,NYSE,431301883,"208 S. AKARD ST",,DALLAS,Dallas,TX,TEXAS,"US Southwest",75202,"(210) 821-4105",DE,,,4813,"Telephone Communications, Except Radiotelephone",517110,"Wired Telecommunications Carriers",34,"Ernst & Young LLP",2,,,,"35,100,000","5,500,000",0,0,"6,700,000",,,0,"12,200,000","47,300,000",USD,Yes,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-03,18.45,2022-12-29,"131,493,150,720",2022-12-31,"120,741,000,000","-8,524,000,000","-99,841,000,000","402,853,000,000"
"NOMURA HOLDINGS INC",1163653,NMR,NYSE,000000000,"1-13-1 NIHONBASHI",CHUO-KU,TOKYO,,M0,JAPAN,Foreign,103-8645,81-3-5255-1000,M0,,,6211,"Security Brokers, Dealers, and Flotation Companies",523120,"Securities Brokerage",34,"Ernst & Young LLP",2,"Ernst & Young ShinNihon LLC",48,JAPAN,"34,871,855","917,446",0,0,"1,273,736",,,"944,168","3,135,349","38,007,204",USD,,,0,2022-03-31,2022,03,0331,,,20-F,2022-06-24,4.22,2022-03-31,"12,735,132,672",2022-03-31,"10,939,000,000","1,178,000,000",,"357,670,000,000"
"MANULIFE FINANCIAL CORP",1086888,MFC,NYSE,000000000,"200 BLOOR ST EAST, NT-10",,TORONTO,,A6,ONTARIO,Canada,"M4W 1E5","(416) 926-3000",A6,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"34,216,490","2,768,076",0,0,"76,891",,,"153,782","2,998,749","37,215,238",USD,Uncertain,,0,2022-12-31,2022,12,1231,,,40-F,2023-02-15,17.96,2022-12-29,"34,889,768,960",2022-12-31,"2,197,000,000","-1,461,000,000","32,619,000,000","626,548,000,000"
"AMAZON COM INC",1018724,AMZN,"NASDAQ Global Select Market",911646860,"410 TERRY AVENUE NORTH",,SEATTLE,King,WA,WASHINGTON,"US West",98109,"(206) 266-1000",DE,,,5961,"Catalog and Mail-Order Houses",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,,,,"33,840,000","8,022,000",0,0,0,,,0,"8,022,000","41,862,000",USD,Yes,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-13,84,2022-12-31,"860,327,968,768",2022-12-31,"513,983,000,000","-2,722,000,000","125,755,000,000","462,675,000,000"
"BOEING CO",12927,BA,NYSE,910425694,"100 N RIVERSIDE PLZ",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606-1596,"(703) 414-6338",DE,,,3721,Aircraft,336411,"Aircraft Manufacturing",34,"Deloitte & Touche LLP",3,,,,"33,600,000",0,0,0,0,,,0,0,"33,600,000",USD,Uncertain,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-03,190.49,2022-12-31,"113,834,876,928",2022-12-31,"66,608,000,000","-4,935,000,000","-26,251,000,000","137,100,000,000"
"CATERPILLAR INC",18230,CAT,NYSE,370602744,"5205 N. O'CONNOR BOULEVARD","SUITE 100",IRVING,Dallas,TX,TEXAS,"US Southwest",75039,"(972) 891-7700",DE,,,3531,"Construction Machinery and Equipment",333120,"Construction Machinery Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"33,300,000","1,000,000","200,000",0,"200,000","100,000","100,000","100,000","1,500,000","34,800,000",USD,Yes,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-05-01,240.2,2022-12-29,"125,002,326,016",2022-12-31,"59,427,000,000","6,705,000,000","9,823,000,000","81,943,000,000"
"THERMO FISHER SCIENTIFIC INC.",97745,TMO,NYSE,042209186,"168 THIRD AVENUE",,WALTHAM,Middlesex,MA,MASSACHUSETTS,"US New England",02451,"(781) 622-1000",DE,,,3829,"Measuring and Controlling Devices, NEC",334516,"Analytical Laboratory Instrument Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"33,170,000","640,000",0,0,"17,050,000","4,290,000","12,760,000","20,000","17,710,000","50,880,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-07,550.69,2022-12-31,"215,050,420,224",2022-12-31,"44,915,000,000","6,950,000,000","-14,544,000,000","97,154,000,000"
"TAKEDA PHARMACEUTICAL CO LTD",1395064,TAK,NYSE,000000000,"1-1, NIHONBASHI-HONCHO 2-CHOME, CHUO-KU",,TOKYO,,M0,JAPAN,Foreign,103-8668,81332782111,,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"31,887,929","356,290",0,0,0,,,0,"356,290","32,244,218",USD,,,0,2022-03-31,2022,03,1231,,,20-F,2022-06-29,14.85,2022-03-29,"2,333,410,560",2022-03-31,"29,405,000,000","1,896,000,000","-20,954,000,000","108,573,000,000"
"COCA COLA CO",21344,KO,NYSE,580628465,"ONE COCA COLA PLAZA",,ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30313,"(404) 676-2121",DE,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"Ernst & Young LLP",2,,,,"31,292,000","2,878,000",0,0,"7,686,000",,,"757,000","11,321,000","42,613,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-10,63.61,2022-12-31,"275,304,087,552",2022-12-31,"43,004,000,000","9,542,000,000","-9,526,000,000","92,763,000,000"
"FEDEX CORP",1048911,FDX,NYSE,621721435,"942 SOUTH SHADY GROVE ROAD",,MEMPHIS,,TN,TENNESSEE,"US Southeast",38120-,"(901) 818-7500",DE,,,4513,"Air Courier Services",492110,Couriers,34,"Ernst & Young LLP",2,,,,"31,050,000","1,732,000",0,0,"4,120,000","2,900,000","1,220,000","6,000","5,858,000","36,908,000",USD,Uncertain,,0,2022-05-31,2022,05,0531,"S&P 500","Russell 1000","DEF 14A",2022-08-08,224.58,2022-05-31,"58,356,137,984",2022-05-31,"93,512,000,000","3,826,000,000","18,395,000,000","85,994,000,000"
"RTX Corp",101829,RTX,NYSE,060570975,"1000 WILSON BLVD",,ARLINGTON,Arlington,VA,VIRGINIA,"US Mid Atlantic",22209,"(781) 522-3000",DE,,,3724,"Aircraft Engines and Engine Parts",336412,"Aircraft Engine and Engine Parts Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"30,930,000","3,711,000",0,0,"10,414,000","7,990,000","2,424,000","2,474,000","16,599,000","47,529,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-13,100.92,2022-12-31,"147,972,947,968",2022-12-31,"67,074,000,000","5,197,000,000","-19,849,000,000","161,404,000,000"
"Merck & Co., Inc.",310158,MRK,NYSE,221918501,"126 EAST LINCOLN AVENUE","P.O. BOX 2000",RAHWAY,Union,NJ,"NEW JERSEY","US Mid Atlantic",07065,"(908) 740-4000",NJ,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"30,600,000","5,200,000",0,0,"2,900,000","400,000","2,500,000","100,000","8,200,000","38,800,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-03,110.95,2022-12-31,"281,572,671,488",2022-12-31,"59,283,000,000","14,519,000,000","4,518,000,000","109,160,000,000"
"Walt Disney Co",1744489,DIS,NYSE,830940635,"500 SOUTH BUENA VISTA STREET",,BURBANK,"Los Angeles",CA,CALIFORNIA,"US West",91521,"(818) 560-1000",DE,,,7990,"Services-Miscellaneous Amusement & Recreation",713110,"Amusement and Theme Parks",34,"PricewaterhouseCoopers LLP",1,,,,"30,100,000","2,300,000",0,0,"2,500,000",,,"100,000","4,900,000","35,000,000",USD,,,0,2022-10-01,2022,9,0927,"S&P 500","Russell 1000",DEFC14A,2023-02-06,86.88,2022-12-31,"154,733,281,280",2022-10-01,"82,722,000,000","3,145,000,000","-24,004,000,000","203,631,000,000"
"Corebridge Financial, Inc.",1889539,CRBD,NYSE,954715639,"2919 ALLEN PARKWAY","WOODSON TOWER",HOUSTON,Harris,TX,TEXAS,"US Southwest",77019,1-877-375-2422,DE,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"29,900,000","11,500,000",0,0,0,,,"100,000","11,600,000","41,500,000",USD,,,0,2022-12-31,2022,12,1231,,,"DEF 14A",2023-04-28,20.06,2022-12-31,"12,938,699,776",2022-12-31,"24,697,000,000","8,159,000,000",,"364,217,000,000"
"AMERICAN EXPRESS CO",4962,AXP,NYSE,134922250,"200 VESEY STREET","50TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10285,"(212) 640-2000",NY,,,6199,"Finance Services",523930,"Investment Advice",34,"PricewaterhouseCoopers LLP",1,,,,"29,835,000","3,124,000",0,0,"1,235,000",,,"96,000","4,455,000","34,290,000",USD,Uncertain,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-17,147.75,2022-12-31,"109,778,247,680",2022-12-31,"50,680,000,000","7,514,000,000",,"228,354,000,000"
"Chubb Ltd",896159,CB,NYSE,980091805,"BARENGASSE 32",,ZURICH,,V8,SWITZERLAND,Foreign,CH-8001,"41 0 43 456 7600",V8,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"29,816,000","5,489,000",0,0,"1,616,000","673,000","943,000","446,000","7,551,000","37,367,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-03,220.6,2022-12-31,"91,459,624,960",2022-12-31,"43,166,000,000","5,313,000,000","28,812,000,000","199,144,000,000"
"FAIRFAX FINANCIAL HOLDINGS LTD/ CAN",915191,FRFHF,"Pink Limited",000000000,"FAIRFAX FINANCIAL HOLDINGS LTD","95 WELLINGTON ST WEST STE 800",TORONTO,,A6,ONTARIO,Canada,"M5J 2N7","(416) 367-4941",Z4,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",33,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"29,526,139","3,613,876",0,0,"3,383,203",,,"384,455","7,381,535","36,907,674",USD,Yes,,0,2022-12-31,2022,12,1231,,,40-F,2023-03-10,591.728,2022-12-29,"13,678,868,480",2022-12-31,"54,742,900,000","29,199,400,000","13,426,800,000","78,818,500,000"
"CHEVRON CORP",93410,CVX,NYSE,940890210,"1400 SMITH STREET",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(832) 854-1000",DE,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"29,000,000","500,000",0,0,"700,000",,,"2,000,000","3,200,000","32,200,000",USD,Yes,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-12,179.49,2022-12-31,"341,219,180,544",2022-12-31,"235,717,000,000","35,465,000,000","154,560,000,000","257,709,000,000"
"Warner Bros. Discovery, Inc.",1437107,WBD,"NASDAQ Global Select Market",352333914,"230 PARK AVENUE SOUTH",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10003,"(212) 548-5555",DE,,,4841,"Cable and Other Pay Television Services",515120,"Television Broadcasting",34,"PricewaterhouseCoopers LLP",1,,,,"28,720,000","214,000",0,0,"3,671,000",,,"15,000","3,900,000","32,620,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-29,9.43,2022-12-29,"22,899,773,440",2022-12-31,"33,817,000,000","-7,371,000,000","-32,007,000,000","134,001,000,000"
"Walmart Inc.",104169,WMT,NYSE,710415188,"1 CUSTOMER DRIVE",,BENTONVILLE,Benton,AR,ARKANSAS,"US Southeast",72716,"(501) 273-4000",DE,,,5331,"Variety Stores",452112,"Discount Department Stores",34,"Ernst & Young LLP",2,,,,"28,702,000","926,000",0,0,"349,000",,,"20,000","1,295,000","29,997,000",USD,,,0,2022-01-31,2022,01,0131,"S&P 500","Russell 1000","DEF 14A",2022-04-21,140.85,2022-02-02,"390,700,793,856",2022-01-31,"572,754,000,000","13,673,000,000","54,239,000,000","244,860,000,000"
"ASTRAZENECA PLC",901832,AZN,"NASDAQ Global Market",000000000,"1 FRANCIS CRICK AVENUE","CAMBRIDGE BIOMEDICAL CAMPUS",LONDON,,X0,"UNITED KINGDOM",Foreign,"WIY 6LN","011 44 20 7304 5000",X0,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP",121,"UNITED KINGDOM","28,700,000","400,000",0,0,0,,,"200,000","600,000","29,300,000",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-02-21,68.1,2022-12-29,"52,757,094,400",2022-12-31,"44,351,000,000","3,293,000,000","-22,090,000,000","96,483,000,000"
"ORIX CORP",1070304,IX,NYSE,000000000,"WORLD TRADE CENTER BLDG., SOUTH TOWER","2-4-1 HAMAMATSU-CHO, MINATO-KU",TOKYO,,M0,JAPAN,Foreign,"105 0013",81334353000,M0,,,6159,"Miscellaneous Business Credit Institutions",523110,"Investment Banking and Securities Dealing",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"28,690,228","1,282,643",0,0,"988,704",,,"8,907","2,280,254","30,970,483",USD,,,0,2022-03-31,2022,03,0331,,,20-F,2022-06-29,102.23,2022-03-29,"26,287,923,200",2022-03-31,"20,765,000,000","2,572,000,000",,"117,575,000,000"
"ING GROEP NV",1039765,ING,NYSE,000000000,"PO BOX 1800",,AMSTERDAM,,P7,NETHERLANDS,Foreign,"1000 BV",01131205639111,P7,,,6029,"Commercial Banks, NEC",524210,"Insurance Agencies and Brokerages",34,"KPMG LLP",4,"KPMG Accountants NV",76,NETHERLANDS,"28,452,703",0,0,0,0,,,0,0,"28,452,703",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-03-10,12.26,2022-12-29,"47,712,595,968",2022-12-31,"16,890,000,000","13,050,000,000","59,126,000,000","1,042,535,000,000"
"Alphabet Inc.",1652044,GOOGL,"NASDAQ Global Select Market",611767919,"1600 AMPHITHEATRE PARKWAY",,"MOUNTAIN VIEW","Santa Clara",CA,CALIFORNIA,"US West",94043,"(650) 253-0000",DE,,,7370,"Services-Computer Programming, Data Processing, Etc.",518112,"Web Search Portals",34,"Ernst & Young LLP",2,,,,"27,676,000","10,474,000",0,0,"1,407,000",,,"1,663,000","13,544,000","41,220,000",USD,Uncertain,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-21,88.45,2022-12-29,"528,311,844,864",2022-12-31,"282,836,000,000","59,972,000,000","225,100,000,000","365,264,000,000"
"Uber Technologies, Inc",1543151,UBER,NYSE,452647441,"1725 3RD STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94158,"(415) 612-8582",DE,,,7389,"Business Services, NEC",485310,"Taxi Service",34,"PricewaterhouseCoopers LLP",1,,,,"27,503,000",0,0,0,"2,349,000",,,"22,000","2,371,000","29,874,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-28,24.73,2022-12-31,"49,595,670,528",2022-12-31,"31,877,000,000","-9,141,000,000","-2,367,000,000","32,109,000,000"
"PROCTER & GAMBLE Co",80424,PG,NYSE,310411980,"ONE PROCTER & GAMBLE PLAZA",,CINCINNATI,Hamilton,OH,OHIO,"US Midwest",45202,"(513) 983-1100",OH,,,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",325612,"Polish and Other Sanitation Good Manufacturing",34,"Deloitte & Touche LLP",3,,,,"27,406,000","2,330,000",0,0,"151,000","151,000",,"363,000","2,844,000","30,250,000",USD,,,0,2022-06-30,2022,06,0630,"S&P 500","Russell 1000","DEF 14A",2022-08-26,143.79,2022-06-30,"344,204,509,184",2022-06-30,"80,187,000,000","14,742,000,000","-16,790,000,000","117,208,000,000"
"Dell Technologies Inc.",1571996,DELL,NYSE,800890963,"ONE DELL WAY",,"ROUND ROCK",Williamson,TX,TEXAS,"US Southwest",78682,"(800) 289-3355",DE,,,3571,"Electronic Computers",334111,"Electronic Computer Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"27,100,000","7,200,000",0,0,"500,000",,,"1,100,000","8,800,000","35,900,000",USD,,,0,2022-01-28,2022,01,0202,"S&P 500","Russell 1000","DEF 14A",2022-05-17,56.81,2022-01-31,"16,077,230,080",2022-01-28,"101,197,000,000","5,563,000,000","-28,916,000,000","92,735,000,000"
"PEPSICO INC",77476,PEP,"NASDAQ Global Select Market",131584302,"700 ANDERSON HILL RD",,PURCHASE,Westchester,NY,"NEW YORK","US Mid Atlantic",10577,"(914) 253-2000",NC,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"KPMG LLP",4,,,,"26,938,000","1,656,000",0,0,"188,000","188,000",,0,"1,844,000","28,782,000",USD,,,0,2022-12-31,2022,12,1227,"S&P 500","Russell 1000","DEF 14A",2023-03-21,180.66,2022-12-31,"248,768,823,296",2022-12-31,"86,392,000,000","8,910,000,000","-16,639,000,000","92,187,000,000"
"VODAFONE GROUP PUBLIC LTD CO",839923,VOD,"NASDAQ Global Select Market",000000000,"VODAFONE HOUSE","THE CONNECTION",NEWBURY,,X0,"UNITED KINGDOM",Foreign,,011-44-1635-33251,X0,,,4812,"Radiotelephone Communications",517212,"Cellular and Other Wireless Telecommunications",34,"Ernst & Young LLP",2,"Ernst & Young LLP",57,"UNITED KINGDOM","26,738,213","2,325,062",0,0,0,,,0,"2,325,062","29,063,275",USD,,,0,2022-03-31,2022,03,0331,,,20-F,2022-06-16,16.97,2022-03-29,"46,209,945,600",2022-03-31,"41,179,000,000","3,085,000,000","1,713,000,000","171,404,000,000"
"3M CO",66740,MMM,NYSE,410417775,"3M CENTER","BLDG. 220-9E-02","ST PAUL",Ramsey,MN,MINNESOTA,"US Midwest",55144-1000,"(651) 733-1110",DE,,,3841,"Surgical and Medical Instruments and Apparatus",322222,"Coated and Laminated Paper Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"26,500,000","400,000",0,0,"300,000",,,0,"700,000","27,200,000",USD,,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-22,119.92,2022-12-31,"55,067,316,224",2022-12-31,"34,229,000,000","5,777,000,000","-2,767,000,000","46,455,000,000"
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",842180,BBVA,NYSE,000000000,"CALLE AZUL 4",,BILBOA,,U3,SPAIN,Foreign,48005,"011 34 91 537 8172",U3,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",33,"Ernst & Young LLP",2,"Ernst & Young SL",163,SPAIN,"26,345,096","948,423",0,0,0,,,0,"948,423","27,293,519",USD,,,0,2022-12-31,2022,12,1231,,,20-F,2023-03-06,6.05,2022-12-29,"40,340,713,472",2022-12-31,"26,938,000,000","6,477,000,000","63,798,000,000","759,985,000,000"
"COMCAST CORP",1166691,CMCSA,"NASDAQ Global Select Market",270000798,"1500 MARKET STREET",,PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19102,"(215) 665-1700",PA,,,4841,"Cable and Other Pay Television Services",517510,"Cable and Other Program Distribution",34,"Deloitte & Touche LLP",3,,,,"26,100,000","1,000,000",0,0,"600,000","600,000",,0,"1,600,000","27,700,000",USD,Yes,,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-28,35.05,2022-12-29,"151,204,446,208",2022-12-31,"121,427,000,000","5,370,000,000","-65,811,000,000","257,276,000,000"
"NATIONAL GRID PLC",1004315,NGG,NYSE,980367158,"1-3 STRAND",,LONDON,,X0,"UNITED KINGDOM",Foreign,"WC2N 5EH","(44) 207 004 3220",X0,,,4922,"Natural Gas Transmission",486210,"Pipeline Transportation of Natural Gas",34,"Deloitte & Touche LLP",3,"Deloitte LLP",293,"UNITED KINGDOM","25,826,157",0,0,0,0,,,"1,366,463","1,366,463","27,192,620",USD,,,0,2022-03-31,2022,03,0331,,,20-F,2022-06-07,75.52,2022-03-29,"57,621,028,864",2022-03-31,"24,291,000,000","3,099,000,000","14,522,000,000","124,898,000,000"
"Baker Hughes Holdings LLC",808362,,NYS,760207995,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77079-1121,"(713) 439-8600",DE,40545,"GENERAL ELECTRIC CO",3533,"Oil and Gas Field Machinery and Equipment",333131,"Mining Machinery and Equipment Manufacturing",34,"KPMG LLP",4,,,,"25,800,000","700,000",0,0,0,,,0,"700,000","26,500,000",USD,,Uncertain,0,2022-12-31,2022,12,1231,,,10-K,2023-02-14,,,,2022-12-31,"21,156,000,000","-526,000,000","4,657,000,000","34,172,000,000"
"Baker Hughes Co",1701605,BKR,NYSE,814403168,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77079-1121,"(713) 439-8600",DE,40545,"GENERAL ELECTRIC CO",3533,"Oil and Gas Field Machinery and Equipment",333132,"Oil and Gas Field Machinery and Equipment Manufacturing",34,"KPMG LLP",4,,,,"25,800,000","700,000",0,0,0,,,0,"700,000","26,500,000",USD,,No,0,2022-12-31,2022,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-03-31,29.53,2022-12-31,"29,707,180,032",2022-12-31,"21,156,000,000","-601,000,000","4,284,000,000","34,181,000,000"
