Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"AT&T Inc.",732717,T,NYSE,431301883,"208 S. AKARD ST",,DALLAS,Dallas,TX,TEXAS,"US Southwest",75202,"(210) 821-4105",DE,,,4813,"Telephone Communications, Except Radiotelephone",517110,"Wired Telecommunications Carriers",34,"Ernst & Young LLP",2,,,,"38,000,000","500,000",0,0,"1,500,000",,,0,"2,000,000","40,000,000",USD,Yes,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-04,22.83,2025-01-02,"163,811,852,288",2024-12-31,"122,336,000,000","10,948,000,000","-89,370,000,000","394,795,000,000"
"FEDERAL NATIONAL MORTGAGE ASSOCIATION FANNIE MAE",310522,FNMA,OTCQB,520883107,"MIDTOWN CENTER","1100 15TH ST, NW",WASHINGTON,"District of Columbia",DC,"DISTRICT OF COLUMBIA","US Mid Atlantic",20005,"(800) 232-6643",,,,6111,"Federal and Federally-Sponsored Credit Agencies",522291,"Consumer Lending",34,"Deloitte & Touche LLP",3,,,,"37,325,580","348,435",0,0,"101,079",,,"543,000","992,514","38,318,094",USD,,,0,2024-12-31,2024,12,1231,,,10-K,2025-02-14,3.44,2025-01-02,"3,983,821,312",2024-12-31,"31,038,000,000","16,978,000,000",,"4,349,731,000,000"
"BOEING CO",12927,BA,NYSE,910425694,"100 N RIVERSIDE PLZ",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606-1596,"(703) 414-6338",DE,,,3721,Aircraft,336411,"Aircraft Manufacturing",34,"Deloitte & Touche LLP",3,,,,"37,200,000",0,0,0,0,,,"200,000","200,000","37,400,000",USD,Uncertain,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-03-07,171.87,2025-01-02,"106,250,190,848",2024-12-31,"66,517,000,000","-11,817,000,000","-13,949,000,000","156,363,000,000"
"VERIZON COMMUNICATIONS INC",732712,VZ,NYSE,232259884,"1095 AVENUE OF THE AMERICAS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(212) 395-1000",DE,,,4813,"Telephone Communications, Except Radiotelephone",517110,"Wired Telecommunications Carriers",34,"Ernst & Young LLP",2,,,,"37,000,000","11,800,000",0,0,"2,500,000",,,0,"14,300,000","51,300,000",USD,Yes,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-07,40.21,2025-01-02,"169,269,067,776",2024-12-31,"134,788,000,000","17,506,000,000","-91,346,000,000","384,711,000,000"
"ING GROEP NV",1039765,ING,NYSE,000000000,"PO BOX 1800",,AMSTERDAM,,P7,NETHERLANDS,Foreign,"1000 BV",01131205639111,P7,,,6029,"Commercial Banks, NEC",524210,"Insurance Agencies and Brokerages",34,"KPMG LLP",4,"KPMG Accountants NV",76,NETHERLANDS,"35,724,573","4,330,251",0,0,0,,,0,"4,330,251","40,054,824",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-03-06,15.51,2025-01-02,"54,256,996,352",2024-12-31,"6,006,000,000","5,791,000,000","53,195,000,000","1,060,210,000,000"
"Merck & Co., Inc.",310158,MRK,NYSE,221918501,"126 EAST LINCOLN AVENUE","P.O. BOX 2000",RAHWAY,Union,NJ,"NEW JERSEY","US Mid Atlantic",07065,"(908) 740-4000",NJ,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"35,300,000","4,500,000",0,0,"2,000,000","500,000","1,500,000",0,"6,500,000","41,800,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-09,99.17,2025-01-02,"250,863,960,064",2024-12-31,"64,168,000,000","17,117,000,000","8,275,000,000","117,106,000,000"
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",842180,BBVA,NYSE,000000000,"CALLE AZUL 4",,BILBOA,,U3,SPAIN,Foreign,48005,"011 34 91 537 8172",U3,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",33,"Ernst & Young LLP",2,"Ernst & Young SL",163,SPAIN,"35,291,548","2,056,869",0,0,0,,,"108,256","2,165,126","37,456,673",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-02-21,9.72,2024-12-31,"55,951,093,760",2024-12-31,"36,049,000,000","9,983,000,000","71,983,000,000","799,826,000,000"
"Chubb Ltd",896159,CB,NYSE,980091805,"BARENGASSE 32",,ZURICH,,V8,SWITZERLAND,Foreign,CH-8001,"41 0 43 456 7600",V8,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"35,208,000","2,226,000",0,0,"1,895,000","974,000","921,000","393,000","4,514,000","39,722,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-01,272.52,2025-01-02,"109,852,262,400",2024-12-31,"55,753,000,000","9,272,000,000","38,065,000,000","246,548,000,000"
"CATERPILLAR INC",18230,CAT,NYSE,370602744,"5205 N. O'CONNOR BOULEVARD","SUITE 100",IRVING,Dallas,TX,TEXAS,"US Southwest",75039,"(972) 891-7700",DE,,,3531,"Construction Machinery and Equipment",333120,"Construction Machinery Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"35,100,000","3,900,000","200,000",0,"200,000","100,000","100,000","100,000","4,400,000","39,500,000",USD,Yes,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-30,359.77,2025-01-02,"173,697,843,200",2024-12-31,"64,809,000,000","10,792,000,000","13,851,000,000","87,764,000,000"
"RTX Corp",101829,RTX,NYSE,060570975,"1000 WILSON BLVD",,ARLINGTON,Arlington,VA,VIRGINIA,"US Mid Atlantic",22209,"(781) 522-3000",DE,,,3724,"Aircraft Engines and Engine Parts",336412,"Aircraft Engine and Engine Parts Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"34,840,000","6,445,000",0,0,"5,850,000","3,225,000","2,625,000","36,000","12,331,000","47,171,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-03-10,116.01,2025-01-02,"154,411,204,608",2024-12-31,"80,738,000,000","4,774,000,000","-26,041,000,000","162,861,000,000"
"EXXON MOBIL CORP",34088,XOM,NYSE,135409005,"22777 SPRINGWOODS VILLAGE PARKWAY",,SPRING,Harris,TX,TEXAS,"US Southwest",77389-1425,"(972) 940-6000",NJ,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"34,800,000","4,600,000",0,0,"300,000",,,0,"4,900,000","39,700,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-07,107.31,2025-01-02,"471,637,590,016",2024-12-31,"339,247,000,000","33,680,000,000",,"453,475,000,000"
"AMERICAN EXPRESS CO",4962,AXP,NYSE,134922250,"200 VESEY STREET","50TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10285,"(212) 640-2000",NY,,,6199,"Finance Services",523930,"Investment Advice",34,"PricewaterhouseCoopers LLP",1,,,,"34,752,000","4,493,000",0,0,"208,000",,,"31,000","4,732,000","39,484,000",USD,Uncertain,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-03-14,298.43,2025-01-02,"210,227,494,912",2024-12-31,"60,764,000,000","10,129,000,000",,"271,461,000,000"
"UNILEVER PLC",217410,UL,NYSE,000000000,"UNILEVER HOUSE","100 VICTORIA EMBANKMENT",LONDON,,X0,"UNITED KINGDOM",Foreign,"EC4Y 0DY",447557030211,X0,,,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",325620,"Toilet Preparation Manufacturing",34,"KPMG LLP",4,"KPMG LLP",87,"UNITED KINGDOM","34,642,010","9,743,065",0,0,0,,,"7,577,940","17,321,005","51,963,015",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-03-13,56.52,2025-01-02,"142,515,027,968",2024-12-31,"63,627,096,475","6,595,000,000","-21,653,000,000","82,582,000,000"
"AEGON LTD.",769218,AEG,NYSE,000000000,"WORLD TRADE CENTER SCHIPHOL","SCHIPHOL BOULEVARD 223",SCHIPHOL,,P7,NETHERLANDS,Foreign,"1118 BH",011-31-20-259-2500,P7,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"Ernst & Young LLP",2,"EY Accountants BV",899,NETHERLANDS,"34,642,010","5,412,814",0,0,0,,,0,"5,412,814","40,054,824",USD,Yes,,0,2024-12-31,2024,12,1231,,,20-F,2025-03-27,5.89,2025-01-02,"10,688,741,376",2024-12-31,"26,737,000,000","-1,763,000,000","8,918,000,000","339,015,000,000"
"THERMO FISHER SCIENTIFIC INC.",97745,TMO,NYSE,042209186,"168 THIRD AVENUE",,WALTHAM,Middlesex,MA,MASSACHUSETTS,"US New England",02451,"(781) 622-1000",DE,,,3829,"Measuring and Controlling Devices, NEC",334516,"Analytical Laboratory Instrument Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"33,940,000","550,000",0,0,"20,040,000","5,110,000","14,930,000","10,000","20,600,000","54,540,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-08,522.57,2025-01-02,"199,883,161,600",2024-12-31,"42,879,000,000","6,336,000,000","-11,681,000,000","97,322,000,000"
"FEDEX CORP",1048911,FDX,NYSE,621721435,"942 SOUTH SHADY GROVE ROAD",,MEMPHIS,,TN,TENNESSEE,"US Southeast",38120-,"(901) 818-7500",DE,,,4513,"Air Courier Services",492110,Couriers,34,"Ernst & Young LLP",2,,,,"33,516,000","2,301,000",0,0,"4,461,000","3,277,000","1,184,000","72,000","6,834,000","40,350,000",USD,Uncertain,,0,2024-05-31,2024,05,0531,"S&P 500","Russell 1000","DEF 14A",2024-08-12,245.11,2024-05-29,"60,316,852,224",2024-05-31,"87,693,000,000","4,331,000,000","21,159,000,000","87,007,000,000"
"TORONTO DOMINION BANK",947263,TD,NYSE,135640479,"66 WELLINGTON STREET WEST","PO BOX 1",TORONTO,,A6,ONTARIO,Canada,"M5K 1A2","(416) 944-6367",A6,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"33,512,265","2,862,292",0,0,"599,221",,,"18,381","3,479,894","36,992,159",USD,,,0,2024-10-31,2024,10,1031,,,40-F,2024-12-06,55.27,2024-10-31,"96,728,023,040",2024-10-31,"33,232,000,000","6,343,000,000","66,907,000,000","1,479,071,000,000"
"ENI SPA",1002242,E,NYSE,000000000,"PIAZZALE ENRICO MATTEI 1",,ROME,,L6,ITALY,Foreign,00144,011390659824367,L6,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers SpA",105,ITALY,"32,582,976","1,882,577",0,0,0,,,0,"1,882,577","34,465,552",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-04-04,27.53,2025-01-02,"46,469,783,552",2024-12-31,"94,453,000,000","2,862,000,000","47,997,000,000","152,156,000,000"
"CHEVRON CORP",93410,CVX,NYSE,940890210,"1400 SMITH STREET",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(832) 854-1000",DE,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"32,400,000","700,000",0,0,"500,000",,,"1,900,000","3,100,000","35,500,000",USD,Yes,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-09,146.71,2025-01-02,"263,651,262,464",2024-12-31,"193,414,000,000","17,661,000,000","147,740,000,000","256,938,000,000"
"T-Mobile US, Inc.",1283699,TMUS,"NASDAQ Global Select Market",200836269,"8144 WALNUT HILL LANE","SUITE 800",DALLAS,Dallas,TX,TEXAS,"US Southwest",75231,"(800) 318-9270",DE,,,4812,"Radiotelephone Communications",517212,"Cellular and Other Wireless Telecommunications",34,"Deloitte & Touche LLP",3,,,,"32,242,000","275,000",0,0,"71,000",,,"181,000","527,000","32,769,000",USD,Uncertain,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-18,220.73,2024-12-31,"252,643,065,856",2024-12-31,"81,400,000,000","11,339,000,000","-54,334,000,000","208,035,000,000"
"COCA COLA CO",21344,KO,NYSE,580628465,"ONE COCA COLA PLAZA",,ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30313,"(404) 676-2121",DE,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"Ernst & Young LLP",2,,,,"32,104,000","5,078,000",0,0,"8,224,000",,,"162,000","13,464,000","45,568,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-03-17,61.84,2025-01-02,"266,394,173,440",2024-12-31,"47,061,000,000","10,631,000,000","-6,584,000,000","100,549,000,000"
"Alphabet Inc.",1652044,GOOGL,"NASDAQ Global Select Market",611767919,"1600 AMPHITHEATRE PARKWAY",,"MOUNTAIN VIEW","Santa Clara",CA,CALIFORNIA,"US West",94043,"(650) 253-0000",DE,,,7370,"Services-Computer Programming, Data Processing, Etc.",518112,"Web Search Portals",34,"Ernst & Young LLP",2,,,,"31,130,000","11,767,000",0,0,"1,386,000",,,"21,229,000","34,382,000","65,512,000",USD,Uncertain,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-25,189.43,2025-01-02,"1,106,839,470,080",2024-12-31,"350,018,000,000","100,118,000,000","293,199,000,000","450,256,000,000"
"CRH PUBLIC LTD CO",849395,CRH,NYSE,980366809,"STONEMASON'S WAY, RATHFARNHAM",,DUBLIN,,L2,IRELAND,Foreign,22,"353 1 404 1000",L2,,,3241,"Cement, Hydraulic",327310,"Cement Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte Ireland LLP",787,IRELAND,"31,000,000","1,000,000",0,0,0,,,0,"1,000,000","32,000,000",USD,,,0,2024-12-31,2024,12,1231,,"Russell 1000","DEF 14A",2025-03-28,92.71,2025-01-02,"62,981,300,224",2024-12-31,"35,572,000,000","3,492,000,000","9,719,000,000","50,613,000,000"
"CISCO SYSTEMS, INC.",858877,CSCO,"NASDAQ Global Select Market",770059951,"170 WEST TASMAN DR",,"SAN JOSE","Santa Clara",CA,CALIFORNIA,"US West",95134-1706,"(408) 526-4000",DE,,,3576,"Computer Communications Equipment",334119,"Other Computer Peripheral Equipment Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"30,924,000","2,266,000",0,0,"3,273,000","3,273,000",,"7,000","5,546,000","36,470,000",USD,,,0,2024-07-27,2024,07,0725,"S&P 500","Russell 1000","DEF 14A",2024-10-18,47.99,2024-07-29,"193,342,816,256",2024-07-27,"53,803,000,000","10,320,000,000","-24,422,000,000","124,413,000,000"
"COMCAST CORP",1166691,CMCSA,"NASDAQ Global Select Market",270000798,"1500 MARKET STREET",,PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19102,"(215) 665-1700",PA,,,4841,"Cable and Other Pay Television Services",517510,"Cable and Other Program Distribution",34,"Deloitte & Touche LLP",3,,,,"30,900,000","2,400,000",0,0,"700,000","700,000",,0,"3,100,000","34,000,000",USD,Yes,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-04-25,37.42,2025-01-02,"142,835,712,000",2024-12-31,"123,731,000,000","16,193,000,000","-57,376,000,000","266,210,000,000"
"ABBOTT LABORATORIES",1800,ABT,NYSE,360698440,"100 ABBOTT PARK ROAD",,"ABBOTT PARK",Lake,IL,ILLINOIS,"US Midwest",60064-3500,"(224) 667-6100",IL,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Ernst & Young LLP",2,,,,"30,854,000","1,574,000",0,0,"6,241,000",,,"242,000","8,057,000","38,911,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-03-14,113.44,2025-01-02,"196,756,602,880",2024-12-31,"41,950,000,000","13,402,000,000","17,909,000,000","81,414,000,000"
"Walmart Inc.",104169,WMT,NYSE,710415188,"1 CUSTOMER DRIVE",,BENTONVILLE,Benton,AR,ARKANSAS,"US Southeast",72716,"(501) 273-4000",DE,,,5331,"Variety Stores",452112,"Discount Department Stores",34,"Ernst & Young LLP",2,,,,"30,773,000","1,328,000",0,0,"6,000",,,"25,000","1,359,000","32,132,000",USD,,,0,2024-01-31,2024,01,0131,"S&P 500","Russell 1000","DEF 14A",2024-04-25,169.57,2024-02-02,"456,522,072,064",2024-01-31,"648,125,000,000","15,511,000,000","55,970,000,000","252,399,000,000"
"Walt Disney Co",1744489,DIS,NYSE,830940635,"500 SOUTH BUENA VISTA STREET",,BURBANK,"Los Angeles",CA,CALIFORNIA,"US West",91521,"(818) 560-1000",DE,,,7990,"Services-Miscellaneous Amusement & Recreation",713110,"Amusement and Theme Parks",34,"PricewaterhouseCoopers LLP",1,,,,"30,400,000","1,600,000",0,0,"2,700,000",,,"100,000","4,400,000","34,800,000",USD,,,0,2024-09-28,2024,09,0927,"S&P 500","Russell 1000","DEF 14A",2025-01-23,96.19,2024-09-30,"174,448,967,680",2024-09-28,"91,361,000,000","4,972,000,000","-15,681,000,000","196,219,000,000"
"NOMURA HOLDINGS INC",1163653,NMR,NYSE,000000000,"1-13-1 NIHONBASHI",CHUO-KU,TOKYO,,M0,JAPAN,Foreign,103-8645,81-3-5255-1000,M0,,,6211,"Security Brokers, Dealers, and Flotation Companies",523120,"Securities Brokerage",34,"Ernst & Young LLP",2,"Ernst & Young ShinNihon LLC",48,JAPAN,"29,669,606","1,808,446",0,0,"2,037,100",,,"353,375","4,198,921","33,868,528",USD,,,0,2024-03-31,2024,03,0331,,,20-F,2024-06-26,6.42,2024-03-31,"19,072,247,808",2024-03-31,"10,179,000,000","1,096,000,000",,"364,381,000,000"
"Broadcom Inc.",1730168,AVGO,"NASDAQ Global Select Market",352617337,"3421 HILLVIEW AVENUE",,"PALO ALTO","Santa Clara",CA,CALIFORNIA,"US West",94304,"(650) 427-6000",,,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"29,664,000","9,500,000",0,0,"2,818,000",,,"30,000","12,348,000","42,012,000",USD,,,0,2024-11-03,2024,10,1102,"S&P 500","Russell 1000","DEF 14A",2025-03-03,173.9,2024-11-05,"812,213,207,040",2024-11-03,"51,574,000,000","5,895,000,000","-70,778,000,000","165,645,000,000"
"ASTRAZENECA PLC",901832,AZN,"NASDAQ Global Market",000000000,"1 FRANCIS CRICK AVENUE","CAMBRIDGE BIOMEDICAL CAMPUS",LONDON,,X0,"UNITED KINGDOM",Foreign,"WIY 6LN","011 44 20 7304 5000",X0,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP",121,"UNITED KINGDOM","29,400,000","2,100,000",0,0,0,,,"300,000","2,400,000","31,800,000",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-02-18,65.88,2025-01-02,"51,062,358,016",2024-12-31,"54,073,000,000","7,041,000,000","-17,416,000,000","104,035,000,000"
"PEPSICO INC",77476,PEP,"NASDAQ Global Select Market",131584302,"700 ANDERSON HILL RD",,PURCHASE,Westchester,NY,"NEW YORK","US Mid Atlantic",10577,"(914) 253-2000",NC,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"KPMG LLP",4,,,,"29,345,000","2,190,000",0,0,"152,000","152,000",,0,"2,342,000","31,687,000",USD,,,0,2024-12-28,2024,12,1227,"S&P 500","Russell 1000","DEF 14A",2025-03-28,152.06,2024-12-31,"208,624,648,192",2024-12-28,"91,854,000,000","9,578,000,000","-14,294,000,000","99,467,000,000"
"Brookfield Renewable Partners L.P.",1533232,BEP,NYSE,000000000,"73 FRONT STREET","FIFTH FLOOR",HAMILTON,,D0,BERMUDA,Foreign,"HM 12","(441) 294-3304",D0,,,4911,"Electric Services",221111,"Hydroelectric Power Generation",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"29,174,000","1,499,000",0,0,"574,000",,,0,"2,073,000","31,247,000",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-02-28,23.11,2025-01-02,"6,636,367,872",2024-12-31,"5,876,000,000","-9,000,000","2,397,000,000","94,809,000,000"
"ORIX CORP",1070304,IX,NYSE,000000000,"WORLD TRADE CENTER BLDG., SOUTH TOWER","2-4-1 HAMAMATSU-CHO, MINATO-KU",TOKYO,,M0,JAPAN,Foreign,"105 0013",81334353000,M0,,,6159,"Miscellaneous Business Credit Institutions",523110,"Investment Banking and Securities Dealing",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"29,059,862","900,759",0,0,"1,323,422",,,"207,867","2,432,049","31,491,910",USD,,,0,2024-03-31,2024,03,0331,,,20-F,2024-06-27,110.2,2024-03-31,"25,378,734,080",2024-03-31,"18,596,000,000","2,287,000,000",,"107,847,000,000"
"GE Vernova Inc.",1996810,GEV,NYSE,922646542,"58 CHARLES STREET",,CAMBRIDGE,Middlesex,MA,MASSACHUSETTS,"US New England",02141,"(617) 674-7555",DE,,,3600,"Electronic & Other Electrical Equipment (No Computer Equip)",0,,34,"Deloitte & Touche LLP",3,,,,"28,900,000","2,900,000",0,0,"300,000",,,"100,000","3,300,000","32,200,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-03-28,338.94,2025-01-02,"93,429,817,344",2024-12-31,"34,935,000,000","1,553,000,000","4,470,000,000","51,485,000,000"
"MANULIFE FINANCIAL CORP",1086888,MFC,NYSE,000000000,"200 BLOOR ST EAST, NT-10",,TORONTO,,A6,ONTARIO,Canada,"M4W 1E5","(416) 926-3000",A6,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"28,839,729","2,263,371",0,0,"292,048",,,"146,024","2,701,443","31,541,172",USD,Yes,,0,2024-12-31,2024,12,1231,,,40-F,2025-02-19,30.71,2024-12-31,"53,089,439,744",2024-12-31,"10,506,000,000","4,087,000,000","28,150,000,000","680,585,000,000"
"BANK OF NOVA SCOTIA",9631,BNS,NYSE,0000000,"40 TEMPERANCE STREET",,TORONTO,,A6,ONTARIO,Canada,"M5H 0B4","(416) 866-3672",A6,,,6022,"State Commercial Banks",522110,"Commercial Banking",34,"KPMG LLP",4,"KPMG LLP Chartered Accountants",187,ONTARIO,"28,747,906","882,289",0,0,"294,096",,,"882,289","2,058,674","30,806,580",USD,,,0,2024-10-31,2024,10,1031,,,40-F,2024-12-03,51.49,2024-10-31,"64,075,993,088",2024-10-31,"21,248,000,000","5,565,000,000","47,000,000,000","1,012,968,000,000"
"VODAFONE GROUP PUBLIC LTD CO",839923,VOD,"NASDAQ Global Select Market",000000000,"VODAFONE HOUSE","THE CONNECTION",NEWBURY,,X0,"UNITED KINGDOM",Foreign,,011-44-1635-33251,X0,,,4812,"Radiotelephone Communications",517212,"Cellular and Other Wireless Telecommunications",34,"Ernst & Young LLP",2,"Ernst & Young LLP",57,"UNITED KINGDOM","28,206,010","10,848,465",0,0,0,,,0,"10,848,465","39,054,475",USD,,,0,2024-03-31,2024,03,0331,,,20-F,2024-06-14,8.88,2024-04-02,"25,590,611,968",2024-03-31,"39,655,000,000","1,625,000,000","22,804,000,000","155,899,000,000"
"RIO TINTO PLC",863064,RIO,NYSE,000000000,"6 ST JAMES'S SQUARE",,LONDON,,X0,"UNITED KINGDOM",Foreign,"SW1Y 4LD","(801) 204-8000",X0,,,1000,"Metal mining",213114,"Support Activities for Metal Mining",34,"KPMG LLP",4,"KPMG LLP",87,"UNITED KINGDOM","28,100,000","5,200,000",0,0,0,,,"200,000","5,400,000","33,500,000",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-02-20,58.81,2024-12-31,"73,684,336,640",2024-12-31,"53,658,000,000","11,574,000,000","51,715,000,000","102,786,000,000"
"RIO TINTO LTD",887028,RTNTF,"Pink Limited",000000000,"55 COLLINS STREET","LEVEL 33",VICTORIA,,C3,AUSTRALIA,Foreign,3000,"(801) 204-2000",C3,,,1000,"Metal mining",213114,"Support Activities for Metal Mining",34,"KPMG LLP",4,KPMG,59,AUSTRALIA,"28,100,000","5,200,000",0,0,0,,,"200,000","5,400,000","33,500,000",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-02-20,71.15,2024-12-31,"26,412,105,728",2024-12-31,"53,658,000,000","11,574,000,000","51,715,000,000","102,786,000,000"
"Uber Technologies, Inc",1543151,UBER,NYSE,452647441,"1725 3RD STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94158,"(415) 612-8582",DE,,,7389,"Business Services, NEC",485310,"Taxi Service",34,"PricewaterhouseCoopers LLP",1,,,,"28,070,000",0,0,0,"2,650,000",,,"12,000","2,662,000","30,732,000",USD,,,0,2024-12-31,2024,12,1231,"S&P 500","Russell 1000","DEF 14A",2025-03-24,63.17,2025-01-02,"133,017,657,344",2024-12-31,"43,978,000,000","9,856,000,000","12,460,000,000","51,244,000,000"
"Kyndryl Holdings, Inc.",1867072,KD,NYSE,861185492,"ONE VANDERBILT AVENUE","15TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10017,"(855) 596-3795",DE,,,7373,"Computer Integrated Systems Design",541512,"Computer Systems Design Services",34,"PricewaterhouseCoopers LLP",1,,,,"28,000,000","14,000,000",0,0,"1,000,000",,,0,"15,000,000","43,000,000",USD,,,0,2024-03-31,2024,03,0331,"S&P 400 MidCap","Russell 1000","DEF 14A",2024-06-12,21.54,2024-04-02,"4,956,426,240",2024-03-31,"16,052,000,000","-341,000,000","23,000,000","10,591,000,000"
"British American Tobacco p.l.c.",1303523,BTI,NYSE,,"GLOBE HOUSE","4 TEMPLE PLACE",LONDON,,X0,"UNITED KINGDOM",Foreign,,44-207-845-2000,,,,2111,Cigarettes,312221,"Cigarette Manufacturing",34,"KPMG LLP",4,"KPMG LLP",87,"UNITED KINGDOM","27,615,711","8,693,835","383,552",0,0,,,"894,954","9,972,340","37,588,051",USD,,,0,2024-12-31,2024,12,1231,,,20-F,2025-02-14,36.54,2025-01-02,"89,773,932,544",2024-12-31,"32,396,000,000","3,984,000,000","-55,899,000,000","148,910,000,000"
