Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"AEGON LTD.",769218,AEG,NYSE,000000000,"WORLD TRADE CENTER SCHIPHOL","SCHIPHOL BOULEVARD 223",SCHIPHOL,,P7,NETHERLANDS,Foreign,"1118 BH",011-31-20-259-2500,P7,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Accountants NV",108,NETHERLANDS,"36,678,779","3,549,559",0,0,0,,,0,"3,549,559","40,228,338",USD,Yes,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-21,4.98,2021-12-29,"10,448,609,280",2021-12-31,"61,233,000,000","2,307,000,000","28,249,000,000","532,498,000,000"
"T-Mobile US, Inc.",1283699,TMUS,"NASDAQ Global Select Market",200836269,"8144 WALNUT HILL LANE","SUITE 800",DALLAS,Dallas,TX,TEXAS,"US Southwest",75231,"(800) 318-9270",DE,,,4812,"Radiotelephone Communications",517212,"Cellular and Other Wireless Telecommunications",34,"PricewaterhouseCoopers LLP",1,,,,"36,513,000","615,000",0,0,"486,000",,,"1,000","1,102,000","37,615,000",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-27,115.98,2021-12-31,"144,883,810,304",2021-12-31,"80,118,000,000","3,024,000,000","-40,425,000,000","206,563,000,000"
"Merck & Co., Inc.",310158,MRK,NYSE,221918501,"126 EAST LINCOLN AVENUE","P.O. BOX 2000",RAHWAY,Union,NJ,"NEW JERSEY","US Mid Atlantic",07065,"(908) 740-4000",NJ,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"35,200,000","7,500,000",0,0,"3,300,000","300,000","3,000,000",0,"10,800,000","46,000,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-04,76.64,2021-12-31,"193,715,601,408",2021-12-31,"48,704,000,000","13,049,000,000","-6,013,000,000","105,694,000,000"
"TAKEDA PHARMACEUTICAL CO LTD",1395064,TAK,NYSE,000000000,"1-1, NIHONBASHI-HONCHO 2-CHOME, CHUO-KU",,TOKYO,,M0,JAPAN,Foreign,103-8668,81332782111,,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"34,907,359","283,033",0,0,0,,,0,"283,033","35,190,392",USD,,,0,2021-03-31,2021,03,1231,,,20-F,2021-06-29,18.78,2021-03-29,"3,192,209,152",2021-03-31,"28,939,000,000","3,404,000,000","-25,069,000,000","116,853,000,000"
"ABB LTD",1091587,ABBNY,"Pink Limited",000000000,"PO BOX 8131",*,ZURICH,,V8,SWITZERLAND,Foreign,"CH 8050",,V8,,,3613,"Switchgear and Switchboard Apparatus",335311,"Power, Distribution, and Specialty Transformer Manufacturing",34,"KPMG LLP",4,"KPMG AG",288,SWITZERLAND,"34,500,000","13,000,000",0,0,"500,000",,,"100,000","13,600,000","48,100,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-02-25,38.17,2021-12-31,"74,736,861,184",2021-12-31,"28,945,000,000","4,546,000,000","3,536,000,000","40,260,000,000"
"EXXON MOBIL CORP",34088,XOM,NYSE,135409005,"22777 SPRINGWOODS VILLAGE PARKWAY",,SPRING,Harris,TX,TEXAS,"US Southwest",77389-1425,"(972) 940-6000",NJ,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"34,100,000","5,800,000",0,0,"1,000,000",,,0,"6,800,000","40,900,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-07,61.19,2021-12-31,"259,384,410,112",2021-12-31,"276,692,000,000","23,040,000,000",,"338,923,000,000"
"BOEING CO",12927,BA,NYSE,910425694,"100 N RIVERSIDE PLZ",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606-1596,"(703) 414-6338",DE,,,3721,Aircraft,336411,"Aircraft Manufacturing",34,"Deloitte & Touche LLP",3,,,,"33,500,000","200,000",0,0,0,,,0,"200,000","33,700,000",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-11,201.32,2021-12-31,"118,560,858,112",2021-12-31,"62,286,000,000","-4,202,000,000","-25,629,000,000","138,552,000,000"
"NOMURA HOLDINGS INC",1163653,NMR,NYSE,000000000,"1-13-1 NIHONBASHI",CHUO-KU,TOKYO,,M0,JAPAN,Foreign,103-8645,81-3-5255-1000,M0,,,6211,"Security Brokers, Dealers, and Flotation Companies",523120,"Securities Brokerage",34,"Ernst & Young LLP",2,,,,"33,322,376","1,358,557",0,0,"1,292,516",,,"245,295","2,896,367","36,218,744",USD,,,0,2021-03-31,2021,03,0331,,,20-F,2021-06-25,5.36,2021-03-31,"16,418,512,896",2021-03-31,"12,444,000,000","1,386,000,000",,"384,765,000,000"
"ROYAL BANK OF CANADA",1000275,RY,NYSE,000000000,"ROYAL BANK PLAZA","200 BAY STREET",TORONTO,,A6,ONTARIO,Canada,"M5J 2J5","(212) 437-9267",A6,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"32,601,093","6,440,704",0,0,"238,545",,,"954,178","7,633,427","40,234,520",USD,,,0,2021-10-31,2021,10,1031,,,40-F,2021-12-01,105.42,2021-11-02,"150,103,457,792",2021-10-31,"37,453,000,000","12,948,000,000","67,236,000,000","1,376,566,000,000"
"CATERPILLAR INC",18230,CAT,NYSE,370602744,"5205 N. O'CONNOR BOULEVARD","SUITE 100",IRVING,Dallas,TX,TEXAS,"US Southwest",75039,"(972) 891-7700",DE,,,3531,"Construction Machinery and Equipment",333120,"Construction Machinery Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"32,500,000","800,000","200,000",0,"200,000","100,000","100,000","100,000","1,300,000","33,800,000",USD,Yes,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-28,207.33,2021-12-29,"112,153,419,776",2021-12-31,"50,971,000,000","6,489,000,000","9,118,000,000","82,793,000,000"
"FEDEX CORP",1048911,FDX,NYSE,621721435,"942 SOUTH SHADY GROVE ROAD",,MEMPHIS,,TN,TENNESSEE,"US Southeast",38120-,"(901) 818-7500",DE,,,4513,"Air Courier Services",492110,Couriers,34,"Ernst & Young LLP",2,,,,"32,359,000","1,748,000",0,0,"4,667,000","3,400,000","1,267,000","127,000","6,542,000","38,901,000",USD,Uncertain,,0,2021-05-31,2021,05,0531,"S&P 500","Russell 1000","DEF 14A",2021-08-16,314.81,2021-05-31,"84,163,895,296",2021-05-31,"83,959,000,000","5,231,000,000","17,176,000,000","82,777,000,000"
"ING GROEP NV",1039765,ING,NYSE,000000000,"PO BOX 1800",,AMSTERDAM,,P7,NETHERLANDS,Foreign,"1000 BV",01131205639111,P7,,,6029,"Commercial Banks, NEC",524210,"Insurance Agencies and Brokerages",34,"KPMG LLP",4,"KPMG Accountants NV",76,NETHERLANDS,"31,946,033",0,0,0,0,,,0,0,"31,946,033",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-11,13.89,2021-12-29,"54,056,112,128",2021-12-31,"6,930,000,000","6,769,000,000","57,895,000,000","1,079,491,000,000"
"Corebridge Financial, Inc.",1889539,CRBD,NYSE,954715639,"2919 ALLEN PARKWAY","WOODSON TOWER",HOUSTON,Harris,TX,TEXAS,"US Southwest",77019,1-877-375-2422,DE,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"31,600,000","5,800,000",0,0,0,,,0,"5,800,000","37,400,000",USD,,,0,2021-12-31,2021,12,1231,,,"DEF 14A",2023-04-28,,,,2021-12-31,"23,390,000,000","7,355,000,000",,"416,212,000,000"
"Apollo Asset Management, Inc.",1411494,,,208880053,"9 WEST 57TH STREET, 42ND FLOOR",,"new York","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 515-3200",DE,1858681,"Apollo Global Management, Inc.",6282,"Investment Advice",541611,"Administrative Management and General Management Consulting Services",34,"Deloitte & Touche LLP",3,,,,"31,454,000","3,026,000",0,0,"46,099,000","39,834,000","6,265,000",0,"49,125,000","80,579,000",USD,,,0,2021-12-31,2021,12,1231,,,10-K,2022-02-25,,,,2021-12-31,"5,812,508,000","2,315,489,000","5,442,217,000","30,501,894,000"
"RTX Corp",101829,RTX,NYSE,060570975,"1000 WILSON BLVD",,ARLINGTON,Arlington,VA,VIRGINIA,"US Mid Atlantic",22209,"(781) 522-3000",DE,,,3724,"Aircraft Engines and Engine Parts",336412,"Aircraft Engine and Engine Parts Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"31,270,000","4,550,000",0,0,"13,616,000","9,422,000","4,194,000","199,000","18,365,000","49,635,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-14,86.06,2021-12-31,"128,511,680,512",2021-12-31,"64,388,000,000","3,864,000,000","-19,849,000,000","161,404,000,000"
"PFIZER INC",78003,PFE,NYSE,135315170,"66 HUDSON BOULEVARD EAST",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001-2192,"(212) 733-2323",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"29,606,000",0,"920,000",0,"2,712,000",,,0,"3,632,000","33,238,000",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-17,59.05,2021-12-31,"331,861,000,192",2021-12-31,"81,288,000,000","21,980,000,000","2,845,000,000","181,475,000,000"
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",842180,BBVA,NYSE,000000000,"CALLE AZUL 4",,BILBOA,,U3,SPAIN,Foreign,48005,"011 34 91 537 8172",U3,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",33,"KPMG LLP",4,"KPMG Auditores SL",330,SPAIN,"29,579,674","1,301,506",0,0,0,,,0,"1,301,506","30,881,180",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-04,5.91,2021-12-29,"39,407,210,496",2021-12-31,"23,567,000,000","6,642,000,000","63,908,000,000","753,836,000,000"
"PEPSICO INC",77476,PEP,"NASDAQ Global Select Market",131584302,"700 ANDERSON HILL RD",,PURCHASE,Westchester,NY,"NEW YORK","US Mid Atlantic",10577,"(914) 253-2000",NC,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"KPMG LLP",4,,,,"29,526,000","1,476,000",0,0,"166,000","166,000",,0,"1,642,000","31,168,000",USD,,,0,2021-12-25,2021,12,1227,"S&P 500","Russell 1000","DEF 14A",2022-03-24,173.71,2021-12-31,"240,240,934,912",2021-12-25,"79,474,000,000","7,618,000,000","-21,003,000,000","92,377,000,000"
"AMAZON COM INC",1018724,AMZN,"NASDAQ Global Select Market",911646860,"410 TERRY AVENUE NORTH",,SEATTLE,King,WA,WASHINGTON,"US West",98109,"(206) 266-1000",DE,,,5961,"Catalog and Mail-Order Houses",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,,,,"29,364,000","5,667,000",0,0,0,,,"325,000","5,992,000","35,356,000",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-14,3334.34,2021-12-31,"1,697,179,107,328",2021-12-31,"469,822,000,000","33,364,000,000","122,874,000,000","420,549,000,000"
"COCA COLA CO",21344,KO,NYSE,580628465,"ONE COCA COLA PLAZA",,ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30313,"(404) 676-2121",DE,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"Ernst & Young LLP",2,,,,"29,316,000","2,861,000",0,0,"7,756,000",,,"695,000","11,312,000","40,628,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-11,59.21,2021-12-31,"256,083,247,104",2021-12-31,"38,655,000,000","9,771,000,000","-11,614,000,000","94,354,000,000"
"AMERICAN EXPRESS CO",4962,AXP,NYSE,134922250,"200 VESEY STREET","50TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10285,"(212) 640-2000",NY,,,6199,"Finance Services",523930,"Investment Advice",34,"PricewaterhouseCoopers LLP",1,,,,"29,003,000","2,757,000",0,0,"1,200,000",,,"59,000","4,016,000","33,019,000",USD,Uncertain,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-18,163.6,2021-12-31,"124,499,599,360",2021-12-31,"43,799,000,000","8,060,000,000",,"188,548,000,000"
"ASTRAZENECA PLC",901832,AZN,"NASDAQ Global Market",000000000,"1 FRANCIS CRICK AVENUE","CAMBRIDGE BIOMEDICAL CAMPUS",LONDON,,X0,"UNITED KINGDOM",Foreign,"WIY 6LN","011 44 20 7304 5000",X0,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP",121,"UNITED KINGDOM","28,600,000","3,600,000",0,0,0,,,"3,700,000","7,300,000","35,900,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-02-22,58.65,2021-12-29,"37,102,854,144",2021-12-31,"37,417,000,000","115,000,000","-23,116,000,000","105,363,000,000"
"Walt Disney Co",1744489,DIS,NYSE,830940635,"500 SOUTH BUENA VISTA STREET",,BURBANK,"Los Angeles",CA,CALIFORNIA,"US West",91521,"(818) 560-1000",DE,,,7990,"Services-Miscellaneous Amusement & Recreation",713110,"Amusement and Theme Parks",34,"PricewaterhouseCoopers LLP",1,,,,"28,600,000","2,100,000",0,0,"2,900,000",,,"100,000","5,100,000","33,700,000",USD,,,0,2021-10-02,2021,9,0927,"S&P 500","Russell 1000","DEF 14A",2022-01-19,173.46,2021-10-04,"315,198,767,104",2021-10-02,"67,418,000,000","1,995,000,000","-26,969,000,000","203,609,000,000"
"FAIRFAX FINANCIAL HOLDINGS LTD/ CAN",915191,FRFHF,"Pink Limited",000000000,"FAIRFAX FINANCIAL HOLDINGS LTD","95 WELLINGTON ST WEST STE 800",TORONTO,,A6,ONTARIO,Canada,"M5J 2N7","(416) 367-4941",Z4,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",33,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"28,562,277","4,228,494",0,0,"2,233,921",,,"638,263","7,100,678","35,662,955",USD,Yes,,0,2021-12-31,2021,12,1231,,,40-F,2022-03-04,491.22,2021-12-29,"12,490,625,024",2021-12-31,"50,114,100,000","27,576,800,000","10,456,900,000","86,645,400,000"
"THERMO FISHER SCIENTIFIC INC.",97745,TMO,NYSE,042209186,"168 THIRD AVENUE",,WALTHAM,Middlesex,MA,MASSACHUSETTS,"US New England",02451,"(781) 622-1000",DE,,,3829,"Measuring and Controlling Devices, NEC",334516,"Analytical Laboratory Instrument Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"28,480,000","630,000",0,0,"13,760,000","3,790,000","9,970,000","20,000","14,410,000","42,890,000",USD,,,1,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2023-04-07,667.24,2021-12-31,"263,182,565,376",2021-12-31,"39,211,000,000","7,725,000,000","-21,122,000,000","95,123,000,000"
"PROCTER & GAMBLE Co",80424,PG,NYSE,310411980,"ONE PROCTER & GAMBLE PLAZA",,CINCINNATI,Hamilton,OH,OHIO,"US Midwest",45202,"(513) 983-1100",OH,,,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",325612,"Polish and Other Sanitation Good Manufacturing",34,"Deloitte & Touche LLP",3,,,,"28,468,000","2,262,000",0,0,"428,000","428,000",,"349,000","3,039,000","31,507,000",USD,,,0,2021-06-30,2021,06,0630,"S&P 500","Russell 1000","DEF 14A",2021-08-27,134.93,2021-06-30,"327,839,416,320",2021-06-30,"76,118,000,000","14,306,000,000","-18,188,000,000","119,307,000,000"
"ORIX CORP",1070304,IX,NYSE,000000000,"WORLD TRADE CENTER BLDG., SOUTH TOWER","2-4-1 HAMAMATSU-CHO, MINATO-KU",TOKYO,,M0,JAPAN,Foreign,"105 0013",81334353000,M0,,,6159,"Miscellaneous Business Credit Institutions",523110,"Investment Banking and Securities Dealing",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"28,378,739","1,660,458",0,0,"1,339,688",,,"179,254","3,179,400","31,558,139",USD,,,0,2021-03-31,2021,03,0331,,,20-F,2021-06-29,87.46,2021-03-29,"23,170,412,544",2021-03-31,"20,748,000,000","1,741,000,000",,"122,743,000,000"
"Baker Hughes Co",1701605,BKR,NYSE,814403168,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77079-1121,"(713) 439-8600",DE,40545,"GENERAL ELECTRIC CO",3533,"Oil and Gas Field Machinery and Equipment",333132,"Oil and Gas Field Machinery and Equipment Manufacturing",34,"KPMG LLP",4,,,,"28,300,000","500,000",0,0,0,,,0,"500,000","28,800,000",USD,,No,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-01,24.06,2021-12-31,"21,870,540,800",2021-12-31,"20,502,000,000","-219,000,000","4,740,000,000","35,308,000,000"
"Baker Hughes Holdings LLC",808362,,NYS,760207995,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77079-1121,"(713) 439-8600",DE,40545,"GENERAL ELECTRIC CO",3533,"Oil and Gas Field Machinery and Equipment",333131,"Mining Machinery and Equipment Manufacturing",34,"KPMG LLP",4,,,,"28,300,000","500,000",0,0,0,,,0,"500,000","28,800,000",USD,,Uncertain,0,2021-12-31,2021,12,1231,,,10-K,2022-02-11,,,,2021-12-31,"20,502,000,000","-372,000,000","6,735,000,000","35,286,000,000"
"CHEVRON CORP",93410,CVX,NYSE,940890210,"1400 SMITH STREET",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(832) 854-1000",DE,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"28,000,000","600,000",0,0,"700,000",,,"2,500,000","3,800,000","31,800,000",USD,Yes,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-07,117.35,2021-12-31,"224,800,129,024",2021-12-31,"155,606,000,000","15,625,000,000","134,682,000,000","239,535,000,000"
"TotalEnergies SE",879764,TTE,NYSE,000000000,"2 PLACE JEAN MILLIER","LA DEFENSE",PARIS,,I0,FRANCE,Foreign,92078,"33 (0)1 41 35 04 48",I0,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"Ernst & Young LLP",2,"Ernst & Young Audit",42,FRANCE,"27,800,000","4,000,000",0,0,"3,700,000",,,"400,000","8,100,000","35,900,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-25,50.97,2021-12-29,"135,229,734,912",2021-12-31,"184,634,000,000","16,366,000,000","79,252,000,000","293,458,000,000"
"CANON INC",16988,CAJFF,"Pink Limited",954348646,"30 2 SHIMOMARUKO 3 CHOME",OHTA-KU,TOKYO,,M0,JAPAN,Foreign," 146-8501",81-3-3758-2111,M0,,,3861,"Photographic Equipment and Supplies",333315,"Photographic and Photocopying Equipment Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu LLC",19,JAPAN,"27,421,027","27,339",0,0,"1,458,081",,,"1,175,577","2,660,997","30,082,024",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-30,24.66,2021-12-29,"25,788,778,496",2021-12-31,"30,510,000,000","1,865,000,000","9,125,000,000","36,720,000,000"
"Uber Technologies, Inc",1543151,UBER,NYSE,452647441,"1725 3RD STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94158,"(415) 612-8582",DE,,,7389,"Business Services, NEC",485310,"Taxi Service",34,"PricewaterhouseCoopers LLP",1,,,,"26,853,000",0,0,0,"159,000",,,"43,000","202,000","27,055,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-03-28,41.93,2021-12-31,"81,734,819,840",2021-12-31,"17,455,000,000","-496,000,000","3,830,000,000","38,774,000,000"
"Walmart Inc.",104169,WMT,NYSE,710415188,"1 CUSTOMER DRIVE",,BENTONVILLE,Benton,AR,ARKANSAS,"US Southeast",72716,"(501) 273-4000",DE,,,5331,"Variety Stores",452112,"Discount Department Stores",34,"Ernst & Young LLP",2,,,,"26,634,000","921,000",0,0,"656,000",,,"20,000","1,597,000","28,231,000",USD,,,0,2021-01-31,2021,01,0131,"S&P 500","Russell 1000","DEF 14A",2021-04-22,140.77,2021-02-02,"398,278,590,464",2021-01-31,"559,151,000,000","13,510,000,000","51,942,000,000","252,496,000,000"
ArcelorMittal,1243429,MT,NYSE,000000000,"24-26, BOULEVARD D?AVRANCHES","L-1160 LUXEMBOURG",LUXEMBOURG,,N4,LUXEMBOURG,Foreign,*,35247922151,,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",331111,"Iron and Steel Mills",34,"Deloitte & Touche LLP",3,"Deloitte Audit",406,LUXEMBOURG,"26,100,000","500,000",0,0,"200,000",,,"50,000","750,000","26,850,000",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-11,32.43,2021-12-29,"35,048,218,624",2021-12-31,"76,571,000,000","15,565,000,000","44,681,000,000","90,512,000,000"
"NOKIA CORP",924613,NOK,NYSE,000000000,"KARAKAARI 7","P O BOX 226",ESPOO,,H9,FINLAND,Foreign,02150,"358 71 400 2733",H9,,,3663,"Radio and Television Broadcasting and Communications Equipment",334119,"Other Computer Peripheral Equipment Manufacturing",33,"Deloitte & Touche LLP",3,"Deloitte Oy",518,FINLAND,"26,030,101","2,248,054",0,0,"236,637",,,"118,319","2,603,010","28,633,111",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-03,6.22,2021-12-31,"35,049,664,512",2021-12-31,"25,248,000,000","1,871,000,000","11,724,000,000","45,544,000,000"
"UNILEVER PLC",217410,UL,NYSE,000000000,"UNILEVER HOUSE","100 VICTORIA EMBANKMENT",LONDON,,X0,"UNITED KINGDOM",Foreign,"EC4Y 0DY",447557030211,X0,,,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",325620,"Toilet Preparation Manufacturing",34,"KPMG LLP",4,"KPMG LLP",87,"UNITED KINGDOM","26,030,101","7,099,118",0,0,0,,,0,"7,099,118","33,129,219",USD,,,0,2021-12-31,2021,12,1231,,,20-F,2022-03-09,53.62,2021-12-29,"140,980,043,776",2021-12-31,"59,280,781,765","7,529,000,000","-24,432,000,000","85,398,000,000"
"Dell Technologies Inc.",1571996,DELL,NYSE,800890963,"ONE DELL WAY",,"ROUND ROCK",Williamson,TX,TEXAS,"US Southwest",78682,"(800) 289-3355",DE,,,3571,"Electronic Computers",334111,"Electronic Computer Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"26,000,000","1,500,000",0,0,"800,000",,,"400,000","2,700,000","28,700,000",USD,,,0,2021-01-29,2021,01,0202,"S&P 500","Russell 1000","DEF 14A",2021-05-12,72.89,2021-01-31,"9,807,420,416",2021-01-29,"86,670,000,000","3,250,000,000","-52,307,000,000","123,415,000,000"
"Equitable Holdings, Inc.",1333986,EQH,NYSE,900226248,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10105,"(212) 554-1234",DE,,,6411,"Insurance Agents, Brokers, and Service",524210,"Insurance Agencies and Brokerages",34,"PricewaterhouseCoopers LLP",1,,,,"25,700,000","7,100,000",0,0,"2,200,000",,,0,"9,300,000","35,000,000",USD,Yes,,0,2021-12-31,2021,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2022-04-06,32.79,2021-12-31,"12,830,406,656",2021-12-31,"2,509,000,000","-4,285,000,000","7,259,000,000","292,262,000,000"
"MANULIFE FINANCIAL CORP",1086888,MFC,NYSE,000000000,"200 BLOOR ST EAST, NT-10",,TORONTO,,A6,ONTARIO,Canada,"M4W 1E5","(416) 926-3000",A6,,,6311,"Life Insurance",524113,"Direct Life Insurance Carriers",34,"Ernst & Young LLP",2,"Ernst & Young LLP Chartered Accountants",192,ONTARIO,"25,291,178","2,473,270",0,0,"478,697",,,"159,566","3,111,533","28,402,711",USD,Yes,,0,2021-12-31,2021,12,1231,,,40-F,2022-02-09,18.93,2021-12-29,"36,728,905,728",2021-12-31,"48,942,000,000","5,472,000,000","37,415,000,000","726,472,000,000"
"WESTPAC BANKING CORP",719245,WBKCY,"Pink Limited",986008211,"LEVEL 3, 275 KENT STREET",,SYDNEY,,C3,AUSTRALIA,Foreign,2000,01161478163167,C3,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,PricewaterhouseCoopers,89,AUSTRALIA,"25,277,460","1,261,016",0,0,"26,318",,,0,"1,287,334","26,564,794",USD,,,0,2021-09-30,2021,09,0930,,,20-F,2021-11-03,18.53,2021-09-30,"67,914,833,920",2021-09-30,"15,329,000,000","3,943,000,000","44,733,000,000","676,031,000,000"
"COMCAST CORP",1166691,CMCSA,"NASDAQ Global Select Market",270000798,"1500 MARKET STREET",,PHILADELPHIA,Philadelphia,PA,PENNSYLVANIA,"US Mid Atlantic",19102,"(215) 665-1700",PA,,,4841,"Cable and Other Pay Television Services",517510,"Cable and Other Program Distribution",34,"Deloitte & Touche LLP",3,,,,"25,100,000","1,100,000",0,0,"1,100,000","1,100,000",,0,"2,200,000","27,300,000",USD,Yes,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-22,50.59,2021-12-29,"230,664,028,160",2021-12-31,"116,385,000,000","14,159,000,000","-66,524,000,000","275,905,000,000"
"MARSH & MCLENNAN COMPANIES, INC.",62709,MMC,NYSE,362668272,"1166 AVENUE OF THE AMERICAS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(212) 345-5000",DE,,,6411,"Insurance Agents, Brokers, and Service",524210,"Insurance Agencies and Brokerages",34,"Deloitte & Touche LLP",3,,,,"25,095,000","2,715,000",0,0,"1,563,000",,,"66,000","4,344,000","29,439,000",USD,,,0,2021-12-31,2021,12,1231,"S&P 500","Russell 1000","DEF 14A",2022-04-01,173.82,2021-12-31,"87,524,630,528",2021-12-31,"19,820,000,000","3,143,000,000","-8,118,000,000","34,388,000,000"
