Company,"CIK Code",Ticker,Market,"IRS Number","Bus Street 1","Bus Street 2",City,County,"State Code","State Name",Region,Zip,"Bus Phone","Incorporation State Code","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act",Auditor,"Auditor Key","Auditor Affiliate","Auditor Affiliate Key","Auditor Affiliate Country","Audit Fees ($)","Audit Related Fees ($)","Benefit Plan Related Fees ($)","FISDI Fees ($)","Tax Related Fees ($)","Tax Related Fees - Compliance ($)","Tax Related Fees - Non-Compliance ($)","Other/Misc Fees ($)","Total Non Audit Fees ($)","Total Fees ($)",Currency,"Fees Include Subsidiaries","Fees Included In Parent Filings","Restated Fees","Year Ended Date","Year Ended","Year Ended Month (Ideal)","Fiscal Year Ends (Currently Reported)","S&P Index","Russell Index",Source,"Source Date","Stock Price ($)","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)"
"WPP plc",806968,WPP,NYSE,000000000,"27 FARM STREET","18 UPPER GROUND",LONDON,,X0,"UNITED KINGDOM",Foreign,"W1J 5RJ","440 20 7282 4600",X0,,,7311,"Advertising Agencies",541810,"Advertising Agencies",34,"Deloitte & Touche LLP",3,"Deloitte LLP",293,"UNITED KINGDOM","37,623,989","1,412,505",0,0,"128,410",,,0,"1,540,914","39,164,903",USD,Uncertain,,0,2020-12-31,2020,12,1231,,,20-F,2021-04-29,55.07,2020-12-29,"14,628,440,064",2020-12-31,"16,407,400,000","-3,969,000,000","-5,530,800,000","49,439,000,000"
"FORD MOTOR CO",37996,F,NYSE,380549190,"ONE AMERICAN ROAD",,DEARBORN,Wayne,MI,MICHIGAN,"US Midwest",48126,"(313) 322-3000",DE,,,3711,"Motor Vehicles and Passenger Car Bodies",336111,"Automobile Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"37,400,000","4,000,000",0,0,"3,400,000","1,292,000","2,108,000",0,"7,400,000","44,800,000",USD,Yes,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-01,8.79,2020-12-31,"35,379,748,864",2020-12-31,"127,144,000,000","-1,279,000,000",,"267,261,000,000"
"Merck & Co., Inc.",310158,MRK,NYSE,221918501,"126 EAST LINCOLN AVENUE","P.O. BOX 2000",RAHWAY,Union,NJ,"NEW JERSEY","US Mid Atlantic",07065,"(908) 740-4000",NJ,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"37,400,000","17,300,000",0,0,"4,000,000","500,000","3,500,000","100,000","21,400,000","58,800,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-05,81.8,2020-12-31,"197,357,617,152",2020-12-31,"41,518,000,000","7,067,000,000","-9,525,000,000","91,588,000,000"
"GSK plc",1131399,GSK,NYSE,000000000,"79 NEW OXFORD STREET",,BRENTFORD,,X0,"UNITED KINGDOM",Foreign,,"44 20 8047 5000",X0,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte LLP",293,"UNITED KINGDOM","36,339,893","2,054,552","256,819",0,0,,,0,"2,311,371","38,651,265",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-12,36.98,2020-12-29,"99,533,561,856",2020-12-31,"46,612,000,000","7,859,000,000","-28,337,000,000","109,946,000,000"
"TAKEDA PHARMACEUTICAL CO LTD",1395064,TAK,NYSE,000000000,"1-1, NIHONBASHI-HONCHO 2-CHOME, CHUO-KU",,TOKYO,,M0,JAPAN,Foreign,103-8668,81332782111,,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"35,976,428","736,091",0,0,0,,,0,"736,091","36,712,520",USD,,,0,2020-03-31,2020,03,1231,,,20-F,2020-06-24,14.73,2020-04-02,"46,105,075,712",2020-03-31,"30,487,000,000","410,000,000","-32,054,000,000","118,763,000,000"
"EXXON MOBIL CORP",34088,XOM,NYSE,135409005,"22777 SPRINGWOODS VILLAGE PARKWAY",,SPRING,Harris,TX,TEXAS,"US Southwest",77389-1425,"(972) 940-6000",NJ,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"35,900,000","4,700,000",0,0,"1,200,000",,,0,"5,900,000","41,800,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000",DEFC14A,2021-03-16,41.22,2020-12-31,"174,484,258,816",2020-12-31,"178,574,000,000","-22,440,000,000",,"332,750,000,000"
"Lloyds Banking Group plc",1160106,LYG,NYSE,000000000,"25 GRESHAM STREET",,LONDON,,X0,"UNITED KINGDOM",Foreign,"EC2V 7HN","44 0 20 7626 1500",X0,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP",121,"UNITED KINGDOM","35,697,846","642,048",0,0,0,,,"1,155,686","1,797,733","37,495,579",USD,Uncertain,,0,2020-12-31,2020,12,1231,,,20-F,2021-02-26,1.93,2020-12-29,"33,800,359,936",2020-12-31,"34,190,000,000","1,802,000,000","58,401,000,000","1,190,990,000,000"
"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",842180,BBVA,NYSE,000000000,"CALLE AZUL 4",,BILBOA,,U3,SPAIN,Foreign,48005,"011 34 91 537 8172",U3,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",33,"KPMG LLP",4,"KPMG Auditores SL",330,SPAIN,"32,084,649","1,370,163",0,0,0,,,"114,180","1,484,343","33,568,993",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-02-26,4.95,2020-12-29,"33,006,039,040",2020-12-31,"21,900,000,000","2,939,000,000","159,560,000,000","900,757,000,000"
"BOEING CO",12927,BA,NYSE,910425694,"100 N RIVERSIDE PLZ",,CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60606-1596,"(703) 414-6338",DE,,,3721,Aircraft,336411,"Aircraft Manufacturing",34,"Deloitte & Touche LLP",3,,,,"31,900,000","300,000",0,0,0,,,"100,000","400,000","32,300,000",USD,Uncertain,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-05,214.06,2020-12-31,"124,651,446,272",2020-12-31,"58,158,000,000","-11,873,000,000","-29,240,000,000","152,136,000,000"
"NOMURA HOLDINGS INC",1163653,NMR,NYSE,000000000,"1-13-1 NIHONBASHI",CHUO-KU,TOKYO,,M0,JAPAN,Foreign,103-8645,81-3-5255-1000,M0,,,6211,"Security Brokers, Dealers, and Flotation Companies",523120,"Securities Brokerage",34,"Ernst & Young LLP",2,"Ernst & Young ShinNihon LLC",48,JAPAN,"31,366,660","1,251,354",0,0,"1,039,728",,,"64,408","2,355,490","33,722,152",USD,,,0,2020-03-31,2020,03,0331,,,20-F,2020-06-30,4.27,2020-03-31,"12,974,768,128",2020-03-31,"12,067,000,000","2,010,000,000",,"407,576,000,000"
"COCA COLA CO",21344,KO,NYSE,580628465,"ONE COCA COLA PLAZA",,ATLANTA,Fulton,GA,GEORGIA,"US Southeast",30313,"(404) 676-2121",DE,,,2080,Beverages,312111,"Soft Drink Manufacturing",34,"Ernst & Young LLP",2,,,,"30,545,000","2,797,000",0,0,"6,759,000",,,"57,000","9,613,000","40,158,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-04,54.84,2020-12-31,"235,921,686,528",2020-12-31,"33,014,000,000","7,747,000,000","-9,251,000,000","87,296,000,000"
"ROYAL BANK OF CANADA",1000275,RY,NYSE,000000000,"ROYAL BANK PLAZA","200 BAY STREET",TORONTO,,A6,ONTARIO,Canada,"M5J 2J5","(212) 437-9267",A6,,,6029,"Commercial Banks, NEC",522110,"Commercial Banking",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"30,493,711","6,247,492",0,0,"297,500",,,"743,749","7,288,741","37,782,452",USD,,,0,2020-10-31,2020,10,1031,,,40-F,2020-12-02,70.56,2020-11-02,"100,948,639,744",2020-10-31,"29,303,000,000","8,578,000,000","52,957,000,000","1,218,396,000,000"
"NEC CORP",72127,,,,"7-1, SHIBA 5-CHOME",MINATO-KU,TOKYO,,M0,JAPAN,Foreign,108-8001,01181337986535,M0,,,3570,"Computer & office Equipment",518210,"Data Processing, Hosting, and Related Services",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"30,382,140","478,459",0,0,"3,027,173",,,"1,297,360","4,802,991","35,185,132",USD,,,0,2020-03-31,2020,03,0331,,,20-F,2020-06-30,,,,2020-03-31,"28,672,000,000","1,044,000,000","4,903,000,000","28,931,000,000"
"FEDEX CORP",1048911,FDX,NYSE,621721435,"942 SOUTH SHADY GROVE ROAD",,MEMPHIS,,TN,TENNESSEE,"US Southeast",38120-,"(901) 818-7500",DE,,,4513,"Air Courier Services",492110,Couriers,34,"Ernst & Young LLP",2,,,,"30,269,000","1,725,000",0,0,"4,093,000","2,885,000","1,208,000","6,000","5,824,000","36,093,000",USD,Uncertain,,0,2020-05-31,2020,05,0531,"S&P 500","Russell 1000","DEF 14A",2020-08-10,130.56,2020-05-31,"34,200,778,752",2020-05-31,"69,217,000,000","1,286,000,000","11,923,000,000","73,537,000,000"
"ORIX CORP",1070304,IX,NYSE,000000000,"WORLD TRADE CENTER BLDG., SOUTH TOWER","2-4-1 HAMAMATSU-CHO, MINATO-KU",TOKYO,,M0,JAPAN,Foreign,"105 0013",81334353000,M0,,,6159,"Miscellaneous Business Credit Institutions",523110,"Investment Banking and Securities Dealing",34,"KPMG LLP",4,"KPMG AZSA LLC",333,JAPAN,"29,885,280","1,232,952",0,0,"2,373,892",,,"184,023","3,790,867","33,676,144",USD,,,0,2020-03-31,2020,03,0331,,,20-F,2020-06-30,53.93,2020-04-02,"14,287,450,112",2020-03-31,"21,123,000,000","2,804,000,000",,"121,046,000,000"
"PFIZER INC",78003,PFE,NYSE,135315170,"66 HUDSON BOULEVARD EAST",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001-2192,"(212) 733-2323",DE,,,2834,"Pharmaceutical Preparations",325412,"Pharmaceutical Preparation Manufacturing",34,"KPMG LLP",4,,,,"28,999,000",0,"1,006,000",0,"2,811,000",,,0,"3,817,000","32,816,000",USD,Uncertain,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-12,36.81,2020-12-31,"204,921,274,368",2020-12-31,"41,651,000,000","9,160,000,000","-14,812,000,000","154,228,000,000"
"KKR & Co. Inc.",1404912,KKR,NYSE,881203639,"30 HUDSON YARDS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10001,"(212) 750-8300",,,,6282,"Investment Advice",523930,"Investment Advice",34,"Deloitte & Touche LLP",3,,,,"28,588,000","10,245,000",0,0,"45,264,000",,,0,"55,509,000","84,097,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000",10-K,2021-02-19,40.49,2020-12-31,"23,196,467,200",2020-12-31,"3,261,020,000","2,002,509,000",,"79,806,502,000"
"ING GROEP NV",1039765,ING,NYSE,000000000,"PO BOX 1800",,AMSTERDAM,,P7,NETHERLANDS,Foreign,"1000 BV",01131205639111,P7,,,6029,"Commercial Banks, NEC",524210,"Insurance Agencies and Brokerages",34,"KPMG LLP",4,"KPMG Accountants NV",76,NETHERLANDS,"28,545,062","1,141,802",0,0,0,,,0,"1,141,802","29,686,864",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-12,9.44,2020-12-29,"36,737,921,024",2020-12-31,"4,495,000,000","2,752,000,000","61,450,000,000","1,142,668,000,000"
"PROCTER & GAMBLE Co",80424,PG,NYSE,310411980,"ONE PROCTER & GAMBLE PLAZA",,CINCINNATI,Hamilton,OH,OHIO,"US Midwest",45202,"(513) 983-1100",OH,,,2840,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",325612,"Polish and Other Sanitation Good Manufacturing",34,"Deloitte & Touche LLP",3,,,,"28,418,000","1,901,000",0,0,"303,000","303,000",,"370,000","2,574,000","30,992,000",USD,,,0,2020-06-30,2020,06,0630,"S&P 500","Russell 1000","DEF 14A",2020-08-28,119.57,2020-06-30,"296,497,741,824",2020-06-30,"70,950,000,000","13,027,000,000","-17,172,000,000","120,700,000,000"
"Baker Hughes Holdings LLC",808362,,NYS,760207995,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77079-1121,"(713) 439-8600",DE,40545,"GENERAL ELECTRIC CO",3533,"Oil and Gas Field Machinery and Equipment",333131,"Mining Machinery and Equipment Manufacturing",34,"KPMG LLP",4,,,,"28,400,000","300,000",0,0,0,,,0,"300,000","28,700,000",USD,,Uncertain,0,2020-12-31,2020,12,1231,,,10-K,2021-02-25,,,,2020-12-31,"20,705,000,000","-15,825,000,000","7,895,000,000","37,929,000,000"
"Baker Hughes Co",1701605,BKR,NYSE,814403168,"575 NORTH DAIRY ASHFORD ROAD, SUITE 100",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77079-1121,"(713) 439-8600",DE,40545,"GENERAL ELECTRIC CO",3533,"Oil and Gas Field Machinery and Equipment",333132,"Oil and Gas Field Machinery and Equipment Manufacturing",34,"KPMG LLP",4,,,,"28,400,000","300,000",0,0,0,,,0,"300,000","28,700,000",USD,,No,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-29,20.85,2020-12-31,"15,095,400,448",2020-12-31,"20,705,000,000","-9,940,000,000","2,519,000,000","38,007,000,000"
"CHEVRON CORP",93410,CVX,NYSE,940890210,"1400 SMITH STREET",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77002,"(832) 854-1000",DE,,,2911,"Petroleum Refining",324110,"Petroleum Refineries",34,"PricewaterhouseCoopers LLP",1,,,,"28,300,000","1,000,000",0,0,"500,000",,,"1,200,000","2,700,000","31,000,000",USD,Yes,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-08,84.45,2020-12-31,"162,581,987,328",2020-12-31,"94,471,000,000","-5,543,000,000","127,286,000,000","239,790,000,000"
"Apollo Asset Management, Inc.",1411494,,,208880053,"9 WEST 57TH STREET, 42ND FLOOR",,"new York","New York",NY,"NEW YORK","US Mid Atlantic",10019,"(212) 515-3200",DE,1858681,"Apollo Global Management, Inc.",6282,"Investment Advice",541611,"Administrative Management and General Management Consulting Services",34,"Deloitte & Touche LLP",3,,,,"28,285,000","2,424,000",0,0,"44,400,000","39,678,000","4,722,000",0,"46,824,000","75,109,000",USD,,,0,2020-12-31,2020,12,1231,,,"DEF 14A",2021-08-16,48.07,2020-12-29,"10,999,176,192",2020-12-31,"2,220,780,000","156,614,000","2,095,059,000","23,669,084,000"
"Equitable Holdings, Inc.",1333986,EQH,NYSE,900226248,"1345 AVENUE OF THE AMERICAS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10105,"(212) 554-1234",DE,,,6411,"Insurance Agents, Brokers, and Service",524210,"Insurance Agencies and Brokerages",34,"PricewaterhouseCoopers LLP",1,,,,"27,400,000","6,200,000",0,0,"1,300,000",,,0,"7,500,000","34,900,000",USD,Yes,,0,2020-12-31,2020,12,1231,"S&P 400 MidCap","Russell 1000","DEF 14A",2021-04-07,25.59,2020-12-31,"11,279,458,304",2020-12-31,"2,190,000,000","-4,125,000,000","10,982,000,000","275,397,000,000"
"AMERICAN EXPRESS CO",4962,AXP,NYSE,134922250,"200 VESEY STREET","50TH FLOOR","NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10285,"(212) 640-2000",NY,,,6199,"Finance Services",523930,"Investment Advice",34,"PricewaterhouseCoopers LLP",1,,,,"27,256,000","2,778,000",0,0,"426,000",,,"104,000","3,308,000","30,564,000",USD,Uncertain,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-19,120.91,2020-12-31,"97,332,551,680",2020-12-31,"31,357,000,000","3,135,000,000",,"191,367,000,000"
"TotalEnergies SE",879764,TTE,NYSE,000000000,"2 PLACE JEAN MILLIER","LA DEFENSE",PARIS,,I0,FRANCE,Foreign,92078,"33 (0)1 41 35 04 48",I0,,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,"Ernst & Young LLP",2,"Ernst & Young Audit",42,FRANCE,"27,200,000","3,000,000",0,0,"4,200,000",,,"700,000","7,900,000","35,100,000",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-31,43.32,2020-12-29,"112,713,490,432",2020-12-31,"119,704,000,000","-7,336,000,000","70,174,000,000","266,132,000,000"
"DXC Technology Co",1688568,DXC,NYSE,611800317,"20408 BASHAN DRIVE","SUITE 231",ASHBURN,Loudoun,VA,VIRGINIA,"US Mid Atlantic",20147,"(703) 245-9675",NV,,,7374,"Computer Processing and Data Preparation and Processing Services",518210,"Data Processing, Hosting, and Related Services",34,"Deloitte & Touche LLP",3,,,,"27,000,000","17,000,000",0,0,"2,000,000",,,"1,000,000","20,000,000","47,000,000",USD,,,0,2020-03-31,2020,03,0331,"S&P 600 SmallCap","Russell 1000","DEF 14A",2020-07-02,13.05,2020-03-31,"3,308,505,600",2020-03-31,"19,577,000,000","-5,369,000,000","-2,963,000,000","26,006,000,000"
"Walt Disney Co",1744489,DIS,NYSE,830940635,"500 SOUTH BUENA VISTA STREET",,BURBANK,"Los Angeles",CA,CALIFORNIA,"US West",91521,"(818) 560-1000",DE,,,7990,"Services-Miscellaneous Amusement & Recreation",713110,"Amusement and Theme Parks",34,"PricewaterhouseCoopers LLP",1,,,,"26,900,000","2,400,000",0,0,"3,900,000",,,"100,000","6,400,000","33,300,000",USD,,,0,2020-10-03,2020,9,0927,"S&P 500","Russell 1000","DEF 14A",2021-01-19,123.37,2020-10-05,"222,937,399,296",2020-10-03,"65,388,000,000","-2,864,000,000","-29,052,000,000","201,549,000,000"
"Dell Technologies Inc.",1571996,DELL,NYSE,800890963,"ONE DELL WAY",,"ROUND ROCK",Williamson,TX,TEXAS,"US Southwest",78682,"(800) 289-3355",DE,,,3571,"Electronic Computers",334111,"Electronic Computer Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"26,800,000","7,600,000",0,0,"900,000",,,"400,000","8,900,000","35,700,000",USD,,,0,2020-01-31,2020,01,0202,"S&P 500","Russell 1000","DEF 14A",2020-05-19,48.77,2020-01-31,"6,364,859,904",2020-01-31,"84,815,000,000","4,616,000,000","-60,743,000,000","118,861,000,000"
"AMAZON COM INC",1018724,AMZN,"NASDAQ Global Select Market",911646860,"410 TERRY AVENUE NORTH",,SEATTLE,King,WA,WASHINGTON,"US West",98109,"(206) 266-1000",DE,,,5961,"Catalog and Mail-Order Houses",518210,"Data Processing, Hosting, and Related Services",34,"Ernst & Young LLP",2,,,,"26,608,000","4,200,000",0,0,0,,,"95,000","4,295,000","30,903,000",USD,Yes,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-15,3256.93,2020-12-31,"1,638,235,766,784",2020-12-31,"386,064,000,000","21,331,000,000","78,387,000,000","321,195,000,000"
"CANON INC",16988,CAJFF,"Pink Limited",954348646,"30 2 SHIMOMARUKO 3 CHOME",OHTA-KU,TOKYO,,M0,JAPAN,Foreign," 146-8501",81-3-3758-2111,M0,,,3861,"Photographic Equipment and Supplies",333315,"Photographic and Photocopying Equipment Manufacturing",34,"Deloitte & Touche LLP",3,"Deloitte Touche Tohmatsu LLC",19,JAPAN,"26,099,062","262,396",0,0,"1,555,635",,,"1,012,100","2,830,132","28,929,194",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-30,19.47,2020-12-29,"20,712,857,600",2020-12-31,"30,609,000,000","807,000,000","3,893,000,000","39,506,000,000"
"INTERPUBLIC GROUP OF COMPANIES, INC.",51644,IPG,NYSE,131024020,"909 THIRD AVENUE",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022,"(212) 704-1200",DE,,,7311,"Advertising Agencies",541810,"Advertising Agencies",34,"PricewaterhouseCoopers LLP",1,,,,"26,060,000","580,000",0,0,"1,320,000",,,"60,000","1,960,000","28,020,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-16,23.52,2020-12-31,"9,193,967,616",2020-12-31,"9,061,000,000","351,100,000","-2,891,000,000","18,042,700,000"
"Walmart Inc.",104169,WMT,NYSE,710415188,"1 CUSTOMER DRIVE",,BENTONVILLE,Benton,AR,ARKANSAS,"US Southeast",72716,"(501) 273-4000",DE,,,5331,"Variety Stores",452112,"Discount Department Stores",34,"Ernst & Young LLP",2,,,,"25,922,000","1,102,000",0,0,"701,000",,,"26,000","1,829,000","27,751,000",USD,,,0,2020-01-31,2020,01,0131,"S&P 500","Russell 1000","DEF 14A",2020-04-23,114.49,2020-01-31,"320,544,014,336",2020-01-31,"523,964,000,000","14,881,000,000","43,596,000,000","236,495,000,000"
"FAIRFAX FINANCIAL HOLDINGS LTD/ CAN",915191,FRFHF,"Pink Limited",000000000,"FAIRFAX FINANCIAL HOLDINGS LTD","95 WELLINGTON ST WEST STE 800",TORONTO,,A6,ONTARIO,Canada,"M5J 2N7","(416) 367-4941",Z4,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",33,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers LLP Chartered Accountants",191,ONTARIO,"25,821,270","1,641,815",0,0,"1,791,071",,,"820,907","4,253,793","30,075,064",USD,Yes,,0,2020-12-31,2020,12,1231,,,40-F,2021-03-05,333.7,2020-12-29,"8,703,663,104",2020-12-31,"38,803,700,000","19,163,300,000","7,627,500,000","74,054,000,000"
ArcelorMittal,1243429,MT,NYSE,000000000,"24-26, BOULEVARD D?AVRANCHES","L-1160 LUXEMBOURG",LUXEMBOURG,,N4,LUXEMBOURG,Foreign,*,35247922151,,,,3312,"Steel Works, Blast Furnaces (Including Coke Ovens), and Rolling Mills",331111,"Iron and Steel Mills",34,"Deloitte & Touche LLP",3,"Deloitte Audit",406,LUXEMBOURG,"25,600,000","700,000",0,0,"200,000",,,"10,000","910,000","26,510,000",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-08,22.98,2020-12-29,"23,257,585,664",2020-12-31,"53,270,000,000","-578,000,000","33,968,000,000","82,052,000,000"
"NOKIA CORP",924613,NOK,NYSE,000000000,"KARAKAARI 7","P O BOX 226",ESPOO,,H9,FINLAND,Foreign,02150,"358 71 400 2733",H9,,,3663,"Radio and Television Broadcasting and Communications Equipment",334119,"Other Computer Peripheral Equipment Manufacturing",33,"Deloitte & Touche LLP",3,,,,"25,462,195","456,721",0,0,"685,081",,,"1,826,884","2,968,686","28,430,881",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-03-04,3.93,2020-12-29,"22,167,306,240",2020-12-31,"26,737,000,000","-3,078,000,000","6,654,000,000","44,282,000,000"
"EXELON CORP",1109357,EXC,"NASDAQ Global Select Market",232990190,"10 S. DEARBORN STREET","PO BOX 805379",CHICAGO,Cook,IL,ILLINOIS,"US Midwest",60680-5379,"(800) 483-3220",PA,,,4931,"Electric and Other Services Combined",221122,"Electric Power Distribution",34,"PricewaterhouseCoopers LLP",1,,,,"25,340,000","926,000",0,0,"790,000",,,"1,482,000","3,198,000","28,538,000",USD,Uncertain,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-17,42.22,2020-12-31,"29,387,360,256",2020-12-31,"16,663,000,000","1,963,000,000","25,908,000,000","129,317,000,000"
"Chubb Ltd",896159,CB,NYSE,980091805,"BARENGASSE 32",,ZURICH,,V8,SWITZERLAND,Foreign,CH-8001,"41 0 43 456 7600",V8,,,6331,"Fire, Marine, and Casualty Insurance",524126,"Direct Property and Casualty Insurance Carriers",34,"PricewaterhouseCoopers LLP",1,,,,"25,048,000","872,000",0,0,"2,269,000","754,000","1,515,000","257,000","3,398,000","28,446,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-05,153.92,2020-12-31,"69,376,761,856",2020-12-31,"35,994,000,000","3,533,000,000","38,230,000,000","190,774,000,000"
"MARSH & MCLENNAN COMPANIES, INC.",62709,MMC,NYSE,362668272,"1166 AVENUE OF THE AMERICAS",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10036,"(212) 345-5000",DE,,,6411,"Insurance Agents, Brokers, and Service",524210,"Insurance Agencies and Brokerages",34,"Deloitte & Touche LLP",3,,,,"25,004,000","2,122,000",0,0,"1,457,000",,,"41,000","3,620,000","28,624,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-31,117,2020-12-31,"59,404,070,912",2020-12-31,"17,224,000,000","2,016,000,000","-9,112,000,000","33,049,000,000"
"Uber Technologies, Inc",1543151,UBER,NYSE,452647441,"1725 3RD STREET",,"SAN FRANCISCO","San Francisco",CA,CALIFORNIA,"US West",94158,"(415) 612-8582",DE,,,7389,"Business Services, NEC",485310,"Taxi Service",34,"PricewaterhouseCoopers LLP",1,,,,"24,780,000","642,000",0,0,"76,000",,,"57,000","775,000","25,555,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-29,51,2020-12-31,"87,550,730,240",2020-12-31,"11,139,000,000","-6,768,000,000","5,380,000,000","33,252,000,000"
"TELEFONICA S A",814052,TEF,NYSE,000000000,"GRAN VIA 28",,MADRID,,U3,SPAIN,Foreign,28013,"00 34 91 584 0640",U3,,,4813,"Telephone Communications, Except Radiotelephone",517110,"Wired Telecommunications Carriers",34,"PricewaterhouseCoopers LLP",1,"PricewaterhouseCoopers Auditores SL",117,SPAIN,"24,697,187","1,404,417",0,0,0,,,0,"1,404,417","26,101,604",USD,,,0,2020-12-31,2020,12,1231,,,20-F,2021-02-25,4.07,2020-12-29,"21,131,976,704",2020-12-31,"52,706,000,000","1,936,000,000","-21,163,000,000","128,536,000,000"
"DuPont de Nemours, Inc.",1666700,DD,NYSE,811224539,"974 CENTRE ROAD","BUILDING 730",WILMINGTON,"New Castle",DE,DELAWARE,"US Mid Atlantic",19805,"(302) 295-5783",DE,,,2821,"Plastics Material and Synthetic Resins, and Nonvulcanizable Elastomers",325320,"Pesticide and Other Agricultural Chemical Manufacturing",34,"PricewaterhouseCoopers LLP",1,,,,"24,570,000","12,600,000",0,0,"60,000",,,"25,000","12,685,000","37,255,000",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-03-12,69.31,2020-12-29,"50,863,116,288",2020-12-31,"11,128,000,000","-2,951,000,000","-2,884,000,000","70,904,000,000"
"CVS HEALTH Corp",64803,CVS,NYSE,050494040,"ONE CVS DR.",,WOONSOCKET,Providence,RI,"RHODE ISLAND","US New England",02895,"(401) 765-1500",DE,,,5912,"Drug Stores and Proprietary Stores",446110,"Pharmacies and Drug Stores",34,"Ernst & Young LLP",2,,,,"24,552,400","6,760,846",0,0,"2,777,006",,"2,777,006",0,"9,537,852","34,090,252",USD,,,0,2020-12-31,2020,12,1231,"S&P 500","Russell 1000","DEF 14A",2021-04-02,68.3,2020-12-31,"89,472,999,424",2020-12-31,"268,706,000,000","7,179,000,000","-41,305,000,000","230,715,000,000"
